iter	Passed	Remaining
665	28806	14446
666	28848	14402
667	28890	14358
668	28933	14315
669	28976	14271
670	29016	14227
671	29066	14187
672	29107	14143
673	29152	14100
674	29195	14056
675	29240	14014
676	29279	13969
677	29321	13925
678	29363	13881
679	29402	13836
680	29448	13794
681	29494	13752
682	29540	13710
683	29584	13667
684	29626	13624
685	29672	13581
686	29716	13538
687	29760	13495
688	29804	13452
689	29848	13410
690	29891	13366
691	29936	13324
692	29979	13280
693	30020	13236
694	30069	13196
695	30113	13153
696	30156	13109
697	30198	13065
698	30239	13021
699	30283	12978
700	30327	12935
701	30370	12892
702	30414	12849
703	30458	12806
704	30503	12763
705	30549	12721
706	30594	12679
707	30642	12637
708	30686	12594
709	30731	12552
710	30773	12508
711	30819	12466
712	30862	12422
713	30903	12378
714	30944	12334
715	30985	12290
716	31026	12246
717	31074	12204
718	31115	12160
719	31156	12116
720	31196	12071
721	31238	12028
722	31278	11983
723	31318	11939
724	31359	11894
725	31397	11849
726	31440	11806
727	31484	11763
728	31525	11719
729	31567	11675
730	31610	11632
731	31653	11589
732	31693	11544
733	31734	11500
734	31777	11457
735	31821	11414
736	31864	11371
737	31908	11328
738	31953	11285
739	32000	11243
740	32045	11200
741	32087	11157
742	32128	11113
743	32171	11069
744	32210	11025
745	32253	10981
746	32294	10937
747	32334	10893
748	32377	10850
749	32417	10805
750	32458	10761
751	32503	10719
752	32547	10676
753	32591	10633
754	32637	10591
755	32684	10549
756	32727	10505
757	32774	10463
758	32817	10420
759	32860	10376
760	32904	10333
761	32948	10290
762	32995	10249
763	33037	10205
764	33086	10163
765	33128	10120
766	33167	10075
767	33210	10032
768	33253	9988
769	33292	9944
770	33333	9900
771	33373	9856
772	33416	9813
773	33422	9759
774	33469	9716
775	33517	9675
776	33560	9631
777	33607	9589
778	33650	9546
779	33691	9502
780	33735	9459
781	33778	9416
782	33821	9373
783	33863	9329
784	33906	9286
785	33949	9243
786	33994	9200
787	34040	9158
788	34093	9117
789	34138	9074
790	34185	9032
791	34228	8989
792	34273	8946
793	34315	8902
794	34357	8859
795	34402	8816
796	34440	8772
797	34487	8729
798	34532	8687
799	34578	8644
800	34625	8602
801	34674	8560
802	34722	8518
803	34767	8475
804	34810	8432
805	34856	8389
806	34903	8347
807	34950	8305
808	35015	8266
809	35068	8226
810	35115	8183
811	35166	8142
812	35211	8099
813	35254	8055
814	35297	8012
815	35337	7968
816	35380	7924
817	35421	7881
818	35465	7837
819	35510	7795
820	35557	7752
821	35600	7709
822	35648	7666
823	35694	7624
824	35735	7580
825	35775	7536
826	35816	7492
827	35858	7448
828	35900	7405
829	35942	7361
830	35983	7317
831	36024	7274
832	36073	7232
833	36116	7188
834	36158	7145
835	36220	7105
836	36269	7063
837	36312	7019
838	36354	6976
839	36397	6932
840	36442	6889
841	36488	6846
842	36539	6805
843	36585	6762
844	36635	6720
845	36680	6677
846	36723	6633
847	36765	6590
848	36808	6546
849	36849	6502
850	36890	6459
851	36931	6415
852	36976	6372
853	37020	6328
854	37062	6285
855	37110	6242
856	37149	6198
857	37190	6155
858	37233	6111
859	37276	6068
860	37318	6024
861	37362	5981
862	37402	5937
863	37444	5894
864	37486	5850
865	37530	5807
866	37573	5763
867	37617	5720
868	37657	5676
869	37697	5632
870	37738	5589
871	37778	5545
872	37815	5501
873	37856	5457
874	37896	5413
875	37936	5369
876	37975	5326
877	38011	5281
878	38051	5237
879	38268	5218
880	38307	5174
881	38349	5130
882	38387	5086
883	38426	5042
884	38465	4998
885	38502	4954
886	38543	4910
887	38583	4866
888	38623	4822
889	38664	4778
890	38707	4735
891	38749	4691
892	38795	4648
893	38837	4604
894	38879	4561
895	38922	4517
896	38965	4474
897	39007	4430
898	39052	4387
899	39094	4343
900	39134	4299
901	39180	4256
902	39225	4213
903	39284	4171
904	39327	4128
905	39373	4085
906	39415	4041
907	39458	3998
908	39498	3954
909	39539	3910
910	39577	3866
911	39582	3819
912	39624	3775
913	39667	3732
914	39710	3688
915	39752	3645
916	39794	3601
917	39833	3558
918	39873	3514
919	39913	3470
920	39953	3427
921	39995	3383
922	40039	3340
923	40079	3296
924	40116	3252
925	40155	3208
926	40193	3165
927	40241	3122
928	40290	3079
929	40333	3035
930	40376	2992
931	40414	2948
932	40458	2905
933	40499	2861
934	40537	2818
935	40580	2774
936	40624	2731
937	40667	2688
938	40708	2644
939	40748	2600
940	40792	2557
941	40832	2514
942	40872	2470
943	40910	2426
944	40947	2383
945	40984	2339
946	41022	2295
947	41064	2252
948	41103	2208
949	41140	2165
950	41176	2121
951	41216	2078
952	41256	2034
953	41301	1991
954	41341	1948
955	41379	1904
956	41420	1861
957	41463	1817
958	41506	1774
959	41547	1731
960	41587	1687
961	41626	1644
962	41669	1600
963	41709	1557
964	41772	1515
965	41819	1471
966	41863	1428
967	41903	1385
968	41942	1341
969	41981	1298
970	42023	1255
971	42065	1211
972	42105	1168
973	42148	1125
974	42192	1081
975	42237	1038
976	42278	995
977	42329	952
978	42373	908
979	42416	865
980	42459	822
981	42505	779
982	42549	735
983	42593	692
984	42637	649
985	42680	606
986	42725	562
987	42769	519
988	42810	476
989	42856	432
990	42900	389
991	42942	346
992	42983	303
993	43022	259
994	43065	216
995	43105	173
996	43146	129
997	43185	86
998	43225	43
999	43268	0
