iter	MultiClass
241	1.047734392
242	1.047561264
243	1.047395268
244	1.047217773
245	1.047032826
246	1.046846446
247	1.046660086
248	1.046477137
249	1.046302898
250	1.046132321
251	1.045963894
252	1.045793584
253	1.045639246
254	1.045459584
255	1.045296805
256	1.045122357
257	1.044952298
258	1.044767119
259	1.044589266
260	1.044413875
261	1.044220016
262	1.044062156
263	1.043913629
264	1.043742025
265	1.043577852
266	1.043409527
267	1.043247605
268	1.043064777
269	1.042889685
270	1.04271802
271	1.042556901
272	1.042389484
273	1.042233176
274	1.042064151
275	1.041900287
276	1.041720643
277	1.041547663
278	1.041379371
279	1.041208866
280	1.04105101
281	1.040890363
282	1.040736029
283	1.040556193
284	1.040384489
285	1.040225751
286	1.040043983
287	1.039866459
288	1.039689985
289	1.039511722
290	1.039342876
291	1.03917978
292	1.039007432
293	1.038824997
294	1.038657051
295	1.038478808
296	1.038308556
297	1.038132363
298	1.037964015
299	1.037792799
300	1.037627543
301	1.037451388
302	1.037288754
303	1.037131282
304	1.03696716
305	1.036800865
306	1.03662686
307	1.036453299
308	1.036298717
309	1.036155757
310	1.035985016
311	1.035812914
312	1.035649306
313	1.03549104
314	1.035338185
315	1.035187461
316	1.035029851
317	1.034862675
318	1.034699148
319	1.03454386
320	1.034394965
321	1.034222008
322	1.034067224
323	1.033904563
324	1.033750305
325	1.03359205
326	1.033459103
327	1.033310937
328	1.033159314
329	1.033003686
330	1.032847604
331	1.032679727
332	1.032528808
333	1.032365365
334	1.032202338
335	1.032036837
336	1.031882136
337	1.031716245
338	1.031569388
339	1.031410135
340	1.031261844
341	1.0310952
342	1.030936745
343	1.030786567
344	1.030633556
345	1.030470321
346	1.030306193
347	1.030154727
348	1.029988142
349	1.029830189
350	1.029672832
351	1.02952201
352	1.029372114
353	1.029221162
354	1.0290734
355	1.028904141
356	1.028754769
357	1.028599089
358	1.02845948
359	1.028317277
360	1.02815171
361	1.028005328
362	1.027850347
363	1.027683162
364	1.027534244
365	1.027390833
366	1.027234916
367	1.027073834
368	1.026950951
369	1.026796007
370	1.026635238
371	1.026482693
372	1.026332244
373	1.026176244
374	1.026027278
375	1.025885737
376	1.025730068
377	1.025576152
378	1.025413514
379	1.025269738
380	1.025128735
381	1.024972222
382	1.024815693
383	1.024668707
384	1.024519161
385	1.024379067
386	1.024217362
387	1.024082508
388	1.023940829
389	1.023801671
390	1.023652808
391	1.023506639
392	1.023339725
393	1.023206123
394	1.02305348
395	1.022908135
396	1.022769216
397	1.022607489
398	1.022454943
399	1.022308433
400	1.022150629
401	1.022009865
402	1.021859356
403	1.021700475
404	1.021553662
405	1.021394092
406	1.021269266
407	1.021112863
408	1.020963269
409	1.020807689
410	1.020658855
411	1.020510994
412	1.020371243
413	1.020228908
414	1.020086257
415	1.019929727
416	1.019778531
417	1.019646457
418	1.019490146
419	1.019351988
420	1.019203587
421	1.019060419
422	1.018913427
423	1.018752329
424	1.018610186
425	1.018458109
426	1.018322977
427	1.018169515
428	1.018038271
429	1.017903176
430	1.017765087
431	1.017633481
432	1.017503209
433	1.017375711
434	1.017235635
435	1.017102007
436	1.016973386
437	1.016830519
438	1.016696567
439	1.016544093
440	1.016408869
441	1.016265167
442	1.016115785
443	1.015986288
444	1.015839996
445	1.015695905
446	1.015563965
447	1.015428095
448	1.01529148
449	1.015152425
450	1.014997566
451	1.014867699
452	1.014732897
453	1.014591361
454	1.014445076
455	1.014305775
456	1.014161938
457	1.014011742
458	1.013881246
459	1.013739743
460	1.013595633
461	1.013471523
462	1.013324402
463	1.013190675
464	1.013060566
465	1.012901567
466	1.012775382
467	1.01265031
468	1.01251434
469	1.012372881
470	1.012241679
471	1.012089368
472	1.011953724
473	1.011816474
474	1.011672435
475	1.011550154
476	1.011406366
477	1.011276325
478	1.011154026
479	1.011004904
480	1.010864246
481	1.010710032
482	1.010572411
483	1.010443438
484	1.010304953
485	1.010162986
486	1.010023484
487	1.009883894
488	1.009751248
489	1.009621899
490	1.009479886
491	1.009345864
492	1.009211408
493	1.009083046
494	1.008941661
495	1.008817122
496	1.008680799
497	1.00854466
498	1.008419025
499	1.008276672
500	1.008131648
501	1.008005651
502	1.007870715
503	1.007744604
504	1.007629813
505	1.007499078
506	1.00736536
507	1.007228659
508	1.007092939
509	1.006958471
510	1.006829699
511	1.006708675
512	1.006580478
513	1.006452519
514	1.006314115
515	1.006180068
516	1.006064535
517	1.005927133
518	1.005801262
519	1.00567101
520	1.005551684
521	1.00542032
522	1.005290754
523	1.005167794
524	1.005040551
525	1.004899125
526	1.004781861
527	1.004651412
528	1.004529084
529	1.004388602
530	1.004262318
531	1.004134033
532	1.003993698
533	1.003876413
534	1.003751637
535	1.003616536
536	1.003477246
537	1.003353904
538	1.003221613
539	1.0030792
540	1.002934835
541	1.002819495
542	1.002691072
543	1.002559482
544	1.002415997
545	1.002292707
546	1.002169845
547	1.002043289
548	1.001918256
549	1.001793239
550	1.001665395
551	1.001554575
552	1.001423061
553	1.001321263
554	1.001196801
555	1.001081012
556	1.000950063
557	1.0008328
558	1.000716819
559	1.000579005
560	1.00045042
561	1.000324955
562	1.000213133
563	1.000088797
564	0.9999563201
565	0.9998277061
566	0.9996821428
567	0.9995626944
568	0.9994554066
569	0.9993343531
570	0.9992080755
571	0.9991042367
572	0.9989707285
573	0.9988432227
574	0.9987219037
575	0.9986013499
576	0.9984803867
577	0.9983573576
578	0.9982191688
579	0.9980958329
580	0.9979707569
581	0.9978591786
582	0.9977465843
583	0.9976182143
584	0.9974905974
585	0.9973810678
586	0.9972659237
587	0.9971391543
588	0.9970287961
589	0.9969039866
590	0.9967777148
591	0.9966577079
592	0.9965293949
593	0.9964061717
594	0.9962917759
595	0.9961733813
596	0.9960602072
597	0.9959375918
598	0.995827608
599	0.9957119014
600	0.9955913989
601	0.9954703325
602	0.995347612
603	0.995230028
604	0.9950978916
605	0.9949853574
606	0.9948500977
607	0.994724629
608	0.9946077878
609	0.9944981379
610	0.9943791909
611	0.9942500235
612	0.9941277123
613	0.9940117452
614	0.9938878829
615	0.9937735629
616	0.9936503893
617	0.9935284912
618	0.9934216704
619	0.9933071265
620	0.9932042049
621	0.9930903017
622	0.9929811907
623	0.9928698553
624	0.9927551896
625	0.9926322165
626	0.9925074897
627	0.9923881154
628	0.9922838638
629	0.9921403715
630	0.9920140817
631	0.9918940422
632	0.9917801196
633	0.9916636614
634	0.9915563541
635	0.9914293698
636	0.9913215273
637	0.9912151293
638	0.9910927586
639	0.9909630077
640	0.9908386684
641	0.9907375945
642	0.9906169507
643	0.9905032406
644	0.9903776797
645	0.990275089
646	0.990162582
647	0.9900385999
648	0.9899316786
649	0.989814581
650	0.989707587
651	0.9895727471
652	0.9894704284
653	0.9893581731
654	0.9892327667
655	0.9891131715
656	0.9889903475
657	0.9888716013
658	0.9887624104
659	0.9886427984
660	0.9885289383
661	0.9884273938
662	0.9883043097
663	0.9881866634
664	0.988075737
665	0.9879740522
666	0.9878688501
667	0.9877468055
668	0.9876385545
669	0.9875374834
670	0.9874342888
671	0.9873201472
672	0.9872038192
673	0.9871060357
674	0.9869754507
675	0.9868585435
676	0.9867443169
677	0.9866316056
678	0.9865163674
679	0.9863937527
680	0.9862723827
681	0.9861439423
682	0.9860330499
683	0.9859299678
684	0.9858013775
685	0.9856986154
686	0.985583046
687	0.9854772585
688	0.9853665414
689	0.9852483329
690	0.9851512751
691	0.9850341017
692	0.9849151931
693	0.9848059711
694	0.9847042982
695	0.9846012927
696	0.9844767919
697	0.984378972
698	0.9842622028
699	0.9841674125
700	0.9840614993
701	0.9839595565
702	0.9838503015
703	0.9837447678
704	0.9836366651
705	0.9835291716
706	0.9834297603
707	0.9833220303
708	0.9832157173
709	0.9830960235
710	0.9829767204
711	0.9828641376
712	0.9827384053
713	0.982623039
714	0.9825228102
715	0.982418896
716	0.9823045743
717	0.9821824183
718	0.98208105
719	0.9819780605
720	0.9818693626
721	0.9817534083
722	0.9816423714
723	0.9815403259
724	0.9814283815
725	0.9813061139
726	0.9812060095
727	0.9811065141
728	0.9809990955
729	0.980874844
730	0.9807592829
731	0.9806473985
732	0.9805439912
733	0.9804394195
734	0.9803465613
735	0.9802407061
736	0.9801215321
737	0.980019744
738	0.9799227387
739	0.9797993018
740	0.9796957667
741	0.979587728
742	0.9794837945
743	0.9793699229
744	0.9792723479
745	0.9791682328
746	0.9790655802
747	0.9789632205
748	0.9788500652
749	0.9787436053
750	0.9786302298
751	0.9785320984
752	0.9784022026
753	0.9783038243
754	0.9782128789
755	0.9781033238
756	0.9779953684
757	0.9778699244
758	0.9777711024
759	0.9776643529
760	0.9775607204
761	0.9774544972
762	0.9773554909
763	0.9772394626
764	0.9771258139
765	0.9770073271
766	0.9768982454
767	0.9768031236
768	0.9767035807
769	0.97659997
770	0.9765062102
771	0.976409947
772	0.9762905448
773	0.9762202998
774	0.9761129838
775	0.9760173218
776	0.9759010919
777	0.9757763235
778	0.9756657818
779	0.9755534477
780	0.9754353601
781	0.9753444086
782	0.9752319061
783	0.9751148442
784	0.9750148889
785	0.9749085695
786	0.974819865
787	0.9747153111
788	0.9746086833
789	0.974507405
790	0.9744121253
791	0.9743116066
792	0.974228306
793	0.9741207692
794	0.9740075754
795	0.9738984527
796	0.973809173
797	0.9737043167
798	0.9736098299
799	0.973483438
800	0.9733717959
801	0.9732689625
802	0.9731667723
803	0.9730611893
804	0.9729582477
805	0.9728669251
806	0.9727842217
807	0.9726827776
808	0.9726034743
809	0.9725163629
810	0.9724271121
811	0.9723380875
812	0.9722306361
813	0.9721334303
814	0.9720210228
815	0.9719124066
816	0.9718218299
817	0.9717255555
818	0.9716293185
819	0.9715356363
820	0.9714275842
821	0.9713311016
822	0.9712362903
823	0.9711498362
824	0.9710520631
825	0.9709532013
826	0.9708440777
827	0.9707429816
828	0.9706524001
829	0.9705557143
830	0.9704757728
831	0.9703636903
832	0.9702690683
833	0.9701646392
834	0.9700651374
835	0.9699678432
836	0.9698704251
837	0.96976687
838	0.9696720406
839	0.969579488
840	0.9694868893
841	0.9693716018
842	0.9692771012
843	0.9691820417
844	0.9690979418
845	0.9689941895
846	0.9688926112
847	0.9687999052
848	0.9687014638
849	0.9686012065
850	0.9685129531
851	0.9684344515
852	0.9683346859
853	0.9682338337
854	0.9681210392
855	0.9680215171
856	0.9679219418
857	0.9678272517
858	0.9677426993
859	0.9676569532
860	0.967574042
861	0.9674801075
862	0.9673837592
863	0.9672831633
864	0.9671833682
865	0.9670766491
866	0.9669802519
867	0.9668819029
868	0.9667884072
869	0.966691622
870	0.9665958859
871	0.9665180353
872	0.9664226629
873	0.9663190105
874	0.9662262848
875	0.9661369627
876	0.9660335999
877	0.9659396173
878	0.9658358266
879	0.9657382645
880	0.9656565852
881	0.9655548454
882	0.9654621493
883	0.9653618115
884	0.9652691903
885	0.9651858658
886	0.9650963183
887	0.964995763
888	0.9648954102
889	0.964811052
890	0.9647039158
891	0.9646113394
892	0.9645132948
893	0.9644264189
894	0.9643285189
895	0.9642379879
896	0.9641467232
897	0.9640391873
898	0.9639499617
899	0.9638610699
900	0.9637741286
901	0.9636725001
902	0.9635868184
903	0.963480039
904	0.9633754157
905	0.9632858497
906	0.9632002645
907	0.9631075255
908	0.9630202281
909	0.9629296587
910	0.9628502347
911	0.9627968467
912	0.9627040942
913	0.962629721
914	0.9625223187
915	0.9624404606
916	0.9623477839
917	0.9622452529
918	0.9621484194
919	0.9620444251
920	0.9619513336
921	0.9618509573
922	0.9617537833
923	0.961671873
924	0.9615940735
925	0.9615173831
926	0.961435537
927	0.9613547723
928	0.9612564861
929	0.9611815587
930	0.961093456
931	0.9610025729
932	0.9609143638
933	0.960817025
934	0.9607190135
935	0.9606196111
936	0.9605216248
937	0.9604377169
938	0.9603583088
939	0.960259967
940	0.9601704796
941	0.9600914521
942	0.960007257
943	0.9599009315
944	0.9597962867
945	0.9597181354
946	0.9596331972
947	0.9595288455
948	0.9594404699
949	0.9593636234
950	0.9592653531
951	0.9591675398
952	0.9590720155
953	0.9589842165
954	0.9589022053
955	0.9587971139
956	0.958714117
957	0.9586273403
958	0.9585631237
959	0.9584776794
960	0.9583858782
961	0.958309354
962	0.9582132356
963	0.9581327165
964	0.9580383176
965	0.9579389856
966	0.957842079
967	0.9577515082
968	0.9576588001
969	0.957573592
970	0.9574978932
971	0.9573987548
972	0.9573158089
973	0.9572388053
974	0.9571556426
975	0.9570628898
976	0.9569777798
977	0.9568827873
978	0.9567923453
979	0.9567083221
980	0.9566237549
981	0.9565259586
982	0.9564464636
983	0.9563649313
984	0.9562804314
985	0.956183202
986	0.9560980356
987	0.9560125311
988	0.9559314638
989	0.9558394133
990	0.9557571966
991	0.9556653472
992	0.9555871804
993	0.9554991459
994	0.9554111031
995	0.9553319316
996	0.9552708273
997	0.9551845383
998	0.9550961371
999	0.9550026851
