iter	MultiClass
188	1.035817809
189	1.035601499
190	1.0353092
191	1.035096318
192	1.034822956
193	1.034576419
194	1.034321063
195	1.034103662
196	1.033890522
197	1.033664446
198	1.033475682
199	1.033261814
200	1.032980184
201	1.032807842
202	1.03263477
203	1.032365018
204	1.032132747
205	1.031853645
206	1.031655894
207	1.031394997
208	1.03110936
209	1.030900187
210	1.030736107
211	1.030510929
212	1.030324151
213	1.030123444
214	1.029888242
215	1.029616017
216	1.029410505
217	1.029230465
218	1.028977961
219	1.02877845
220	1.028533886
221	1.028252511
222	1.028026952
223	1.02778271
224	1.027594995
225	1.027338499
226	1.027150897
227	1.026955386
228	1.026692099
229	1.026504549
230	1.026270315
231	1.026045281
232	1.025831872
233	1.025602777
234	1.025397558
235	1.025176087
236	1.02496528
237	1.024734196
238	1.024532472
239	1.024297557
240	1.024071544
241	1.023910438
242	1.023643719
243	1.023443244
244	1.023203755
245	1.02300455
246	1.022778002
247	1.022564106
248	1.022346228
249	1.022120904
250	1.021934649
251	1.021774812
252	1.021579527
253	1.021416454
254	1.021220067
255	1.02100563
256	1.020823377
257	1.02073723
258	1.020631133
259	1.020494993
260	1.020332446
261	1.020114603
262	1.019923812
263	1.019747809
264	1.01954576
265	1.019361388
266	1.019203988
267	1.019006168
268	1.018767539
269	1.018592598
270	1.018380589
271	1.018170192
272	1.017978976
273	1.017845259
274	1.017696025
275	1.01749977
276	1.017229091
277	1.017060022
278	1.016875281
279	1.016730879
280	1.01653372
281	1.016323813
282	1.016152715
283	1.015948739
284	1.015821279
285	1.015665391
286	1.015508062
287	1.015338716
288	1.015168726
289	1.01500893
290	1.014797867
291	1.014639202
292	1.014526955
293	1.014389522
294	1.014183604
295	1.014037607
296	1.013882738
297	1.013672407
298	1.013501841
299	1.013351145
300	1.013120383
301	1.012922808
302	1.012740898
303	1.012649805
304	1.012525103
305	1.012350154
306	1.012124115
307	1.011957996
308	1.011774669
309	1.011562683
310	1.011356428
311	1.011187614
312	1.011039487
313	1.010856727
314	1.010733304
315	1.010521464
316	1.010374823
317	1.010199739
318	1.010049119
319	1.009889523
320	1.009712671
321	1.00957017
322	1.009359728
323	1.009176639
324	1.009022166
325	1.008838342
326	1.008670061
327	1.008487791
328	1.008327792
329	1.008179105
330	1.008020095
331	1.007866261
332	1.007667991
333	1.007545053
334	1.007397064
335	1.007279078
336	1.007070269
337	1.006884496
338	1.006793036
339	1.00665312
340	1.006534577
341	1.006391481
342	1.006239259
343	1.006088119
344	1.005928597
345	1.005783812
346	1.005629159
347	1.005501883
348	1.00535509
349	1.005258745
350	1.005066629
351	1.004961756
352	1.004775021
353	1.004679493
354	1.004553132
355	1.004445662
356	1.004283255
357	1.004119995
358	1.0039535
359	1.003863776
360	1.003735071
361	1.003577156
362	1.003378939
363	1.003233632
364	1.003023215
365	1.002887032
366	1.002762773
367	1.002681623
368	1.002494539
369	1.002394819
370	1.002290683
371	1.002110285
372	1.001884902
373	1.001738595
374	1.001588652
375	1.0013834
376	1.001229199
377	1.001079751
378	1.000990537
379	1.000867748
380	1.000639388
381	1.00051897
382	1.00038136
383	1.000218798
384	1.000078745
385	0.9999680766
386	0.99977469
387	0.9996307812
388	0.9995051411
389	0.9993261506
390	0.9992272858
391	0.9991324422
392	0.9989892667
393	0.9988277956
394	0.9986903776
395	0.9986173042
396	0.9984294291
397	0.9982948337
398	0.9981277835
399	0.9980737156
400	0.9979399929
401	0.9977655285
402	0.997640913
403	0.9974487949
404	0.9972962611
405	0.9971476891
406	0.9969588366
407	0.9968189944
408	0.9967193232
409	0.996550543
410	0.9963973265
411	0.9962470091
412	0.9960661525
413	0.9959101893
414	0.9958126917
415	0.9956942443
416	0.9955661009
417	0.9954492529
418	0.9953428881
419	0.9952629499
420	0.995080999
421	0.9949208564
422	0.9947893465
423	0.9946690939
424	0.9945045106
425	0.9943578685
426	0.9942404973
427	0.9940795001
428	0.9939154397
429	0.9938063777
430	0.9937103986
431	0.9935232526
432	0.993428782
433	0.9932958918
434	0.9931680999
435	0.9930163977
436	0.9929075435
437	0.9927710153
438	0.9925995132
439	0.9924524504
440	0.9923148962
441	0.9921542033
442	0.9919874863
443	0.9918999394
444	0.9917858913
445	0.9916475837
446	0.9914822591
447	0.9912887501
448	0.9911259341
449	0.9910010909
450	0.9908924813
451	0.9908043472
452	0.9906569609
453	0.9905241849
454	0.9903985385
455	0.9902208551
456	0.9900967766
457	0.9899972132
458	0.9898943588
459	0.9897301949
460	0.9895816784
461	0.9894424188
462	0.9893161918
463	0.9891942043
464	0.9890631907
465	0.9889267564
466	0.9888618716
467	0.9886875153
468	0.988554645
469	0.9884095847
470	0.9883121687
471	0.9881658538
472	0.9880263311
473	0.987858339
474	0.9877378034
475	0.987621417
476	0.9874965392
477	0.9873694021
478	0.9872378683
479	0.9871821339
480	0.9870445763
481	0.9869702867
482	0.986819254
483	0.9867206907
484	0.9865989771
485	0.9864786444
486	0.9863907441
487	0.9862433614
488	0.9860880678
489	0.9859622377
490	0.9857702646
491	0.9856745066
492	0.9855189405
493	0.985367142
494	0.9852931124
495	0.9851475812
496	0.9850818599
497	0.9849669289
498	0.98480776
499	0.9846365447
500	0.9844939259
501	0.9843657334
502	0.984298926
503	0.9841560924
504	0.9840857233
505	0.9839330431
506	0.9837350249
507	0.9836132362
508	0.9835325727
509	0.9833523132
510	0.9832492591
511	0.9831254652
512	0.9830242116
513	0.9829472309
514	0.982855384
515	0.982717902
516	0.9826565196
517	0.9825229257
518	0.9823880588
519	0.9823063835
520	0.9821660548
521	0.9820214794
522	0.9819146371
523	0.9817596187
524	0.9816401136
525	0.9815322939
526	0.9814135034
527	0.9812969291
528	0.9811808452
529	0.9810456475
530	0.9809351186
531	0.980814693
532	0.9807134336
533	0.980588285
534	0.9804727177
535	0.9803533292
536	0.9802184317
537	0.9801094018
538	0.9800378937
539	0.9798924234
540	0.9797558728
541	0.9796463701
542	0.9795476636
543	0.9794255258
544	0.9793498398
545	0.979188899
546	0.9790663971
547	0.9789288873
548	0.9788120745
549	0.9786690742
550	0.9785367502
551	0.9784390768
552	0.9783329992
553	0.9782621249
554	0.9781990946
555	0.978132205
556	0.9780149279
557	0.9779299364
558	0.9778217158
559	0.9776974213
560	0.9775433224
561	0.9774680965
562	0.9773314264
563	0.9771741806
564	0.9770919167
565	0.9769138269
566	0.9767996092
567	0.9766692113
568	0.9765152448
569	0.976420992
570	0.9763155283
571	0.9761798583
572	0.976065931
573	0.9759277883
574	0.9758005755
575	0.9757197711
576	0.9755717321
577	0.9754165951
578	0.9753060257
579	0.9752349496
580	0.975115235
581	0.9750504103
582	0.9749380722
583	0.9748092627
584	0.9746488986
585	0.974452397
586	0.9743123865
587	0.9742144043
588	0.9740822247
589	0.9739574077
590	0.9738614731
591	0.9737111425
592	0.9735552634
593	0.9733899226
594	0.9733275087
595	0.9732029025
596	0.9730527559
597	0.9729690366
598	0.9728590066
599	0.9727027049
600	0.9726206817
601	0.9724753819
602	0.9723906173
603	0.9722779541
604	0.9721675911
605	0.9720739089
606	0.9719686991
607	0.9718657267
608	0.9717632079
609	0.9716634826
610	0.9715532682
611	0.9714391349
612	0.9713277845
613	0.9712317673
614	0.9710772606
615	0.9709441656
616	0.9707967331
617	0.9706862849
618	0.9705682393
619	0.9704839902
620	0.9704132105
621	0.9703355825
622	0.9701686813
623	0.9700506204
624	0.9699693743
625	0.9698579271
626	0.9697190237
627	0.9695840885
628	0.9694339962
629	0.9692688245
630	0.969152711
631	0.9690707309
632	0.9689665279
633	0.9688547963
634	0.9687543683
635	0.9685619789
636	0.9684561022
637	0.968332353
638	0.9681911319
639	0.968053108
640	0.9679390965
641	0.9678584556
642	0.9677065133
643	0.9675164452
644	0.9674084606
645	0.9672966258
646	0.9672470292
647	0.9671162305
648	0.9670002997
649	0.9669142125
650	0.9667859139
651	0.9666683553
652	0.9665232064
653	0.9664319139
654	0.9663264771
655	0.966230162
656	0.9660845864
657	0.9659249194
658	0.9658009763
659	0.9657005764
660	0.9656377898
661	0.9654772428
662	0.9653940102
663	0.965243707
664	0.9651645908
665	0.9650407507
666	0.9649435567
667	0.9648240876
668	0.9647676052
669	0.9646773466
670	0.96460487
671	0.9644821401
672	0.9643906536
673	0.9642851757
674	0.9641491321
675	0.9640312133
676	0.9639360129
677	0.9638564724
678	0.9637740274
679	0.9636911001
680	0.9635718911
681	0.9634614767
682	0.9633114907
683	0.9631805548
684	0.9630626712
685	0.9629704045
686	0.9628879043
687	0.9627811
688	0.9626476392
689	0.9625471322
690	0.9624246631
691	0.9623304841
692	0.96213913
693	0.9620512566
694	0.9619644925
695	0.9619135186
696	0.9617810746
697	0.9616649799
698	0.9615640919
699	0.9614489254
700	0.9613457591
701	0.9611870272
702	0.9610584928
703	0.9608983267
704	0.9608218662
705	0.9606763893
706	0.9605265341
707	0.9603766527
708	0.9602677753
709	0.960187546
710	0.9600932201
711	0.9599841922
712	0.9598695797
713	0.9597331023
714	0.9596609135
715	0.9595453295
716	0.9594129925
717	0.9592468695
718	0.9591514646
719	0.9590418487
720	0.9589199134
721	0.9588274333
722	0.9587770543
723	0.9586782677
724	0.9585472845
725	0.9584363247
726	0.9582954555
727	0.9581781557
728	0.9580932587
729	0.9580038005
730	0.9579164491
731	0.9577885329
732	0.9576911896
733	0.957560745
734	0.9575061945
735	0.9574027575
736	0.9572505154
737	0.9571803537
738	0.9570417393
739	0.9569015186
740	0.9568187146
741	0.956649983
742	0.9565687079
743	0.9564276419
744	0.9562974276
745	0.9561827984
746	0.9560465904
747	0.9559246986
748	0.955871897
749	0.9558198094
750	0.9556789553
751	0.9555821374
752	0.9554893491
753	0.9553569406
754	0.9552359884
755	0.9551290421
756	0.9549886495
757	0.9548558039
758	0.9547996239
759	0.9547249866
760	0.954594382
761	0.9544838907
762	0.954341567
763	0.9542564861
764	0.9541240275
765	0.9540075496
766	0.9539234231
767	0.9537746588
768	0.9536641014
769	0.9535815814
770	0.9535015565
771	0.9534107615
772	0.9532781092
773	0.9531360451
774	0.9530445083
775	0.9529719866
776	0.9528650887
777	0.9527961196
778	0.9526725807
779	0.9525158224
780	0.9524013661
781	0.9522775472
782	0.9521632158
783	0.9520760647
784	0.9519349385
785	0.9518536079
786	0.9517404022
787	0.9516243594
788	0.9515281917
789	0.9514019362
790	0.9513362185
791	0.9512622896
792	0.9511499745
793	0.9510465801
794	0.9509418413
795	0.950830116
796	0.950717711
797	0.9506197548
798	0.9505490347
799	0.9504587195
800	0.9503611617
801	0.9502364557
802	0.9501842998
803	0.9500765341
804	0.9499851744
805	0.9499046336
806	0.9498131286
807	0.9497413852
808	0.9496715226
809	0.949600859
810	0.9494770316
811	0.9494048026
812	0.9493091606
813	0.9491803393
814	0.9490561862
815	0.9489828789
816	0.9488995003
817	0.9487978682
818	0.9487020614
819	0.9486261509
820	0.9485049262
821	0.9483932565
822	0.9483212652
823	0.9482086117
824	0.9481006014
825	0.9479644127
826	0.9478681153
827	0.9477486141
828	0.9476001132
829	0.9475573561
830	0.9474572144
831	0.947371496
832	0.9472342757
833	0.947121686
834	0.9470420885
835	0.94691919
836	0.9468356155
837	0.9467318726
838	0.9466452387
839	0.9465390242
840	0.946471329
841	0.9463867591
842	0.9462387392
843	0.9461753706
844	0.9460918983
845	0.946001798
846	0.9458783445
847	0.9457633648
848	0.9456910852
849	0.945569367
850	0.9454546695
851	0.9453517924
852	0.9452309691
853	0.9451326244
854	0.9449604326
855	0.9448601107
856	0.9447618527
857	0.944675801
858	0.9446074984
859	0.9444567727
860	0.9443509554
861	0.9442341521
862	0.9441379809
863	0.9439995062
864	0.9438782473
865	0.9437553172
866	0.943672473
867	0.9435692782
868	0.9434487487
869	0.9433758843
870	0.9432760285
871	0.943163056
872	0.9430025969
873	0.942923544
874	0.942838759
875	0.9427064618
876	0.9426150125
877	0.9425371732
878	0.9424336079
879	0.9423241166
880	0.9422612256
881	0.9421963369
882	0.9420829614
883	0.941980166
884	0.9418335959
885	0.9417351416
886	0.941611069
887	0.9414790385
888	0.9413722882
889	0.9413047359
890	0.9412132543
891	0.9411314185
892	0.9410179711
893	0.9409711487
894	0.9408489738
895	0.940686631
896	0.9405843724
897	0.940441363
898	0.9403704791
899	0.9402725282
900	0.9401581124
901	0.940077277
902	0.9399660942
903	0.939829097
904	0.939665555
905	0.9396053347
906	0.9394846014
907	0.9394103134
908	0.9393114835
909	0.9392101659
910	0.9391199914
911	0.9389674162
912	0.9388507614
913	0.938754687
914	0.9386524363
915	0.9385533399
916	0.9384448352
917	0.938347478
918	0.9381929297
919	0.9380920229
920	0.9380099114
921	0.9379074061
922	0.9378013003
923	0.9377181329
924	0.9376093889
925	0.9375201892
926	0.9374439881
927	0.9373641251
928	0.9372427665
929	0.9371578935
930	0.9370739132
931	0.9369298495
932	0.9368616825
933	0.9367538151
934	0.9366533651
935	0.9365621804
936	0.9364531565
937	0.936370871
938	0.936262223
939	0.9361487157
940	0.9360550719
941	0.9359764959
942	0.9357998679
943	0.935697119
944	0.9356016335
945	0.9355174041
946	0.935440133
947	0.9353100257
948	0.9351518063
949	0.9350665686
950	0.9349271883
951	0.9348057348
952	0.9347280063
953	0.9346384464
954	0.9345098316
955	0.934417477
956	0.9343337736
957	0.9342246996
958	0.9341013496
959	0.9340061894
960	0.9339146816
961	0.9338020452
962	0.9337042563
963	0.9335715967
964	0.9334931909
965	0.9333740704
966	0.9333137299
967	0.9331952963
968	0.9331105678
969	0.933018194
970	0.9329462336
971	0.9328379371
972	0.9327599936
973	0.9326112753
974	0.9324746219
975	0.9323669209
976	0.932290065
977	0.9321656839
978	0.9320956048
979	0.9319840408
980	0.9318933132
981	0.9317830821
982	0.9316851494
983	0.9315989408
984	0.9315405137
985	0.9314572742
986	0.9313529862
987	0.9312365608
988	0.9311204108
989	0.9310049685
990	0.9308806056
991	0.9307688987
992	0.9307231696
993	0.9305842741
994	0.9304930758
995	0.9303782252
996	0.9302515056
997	0.9301143054
998	0.9300326453
999	0.9299449115
