iter	MultiClass
224	0.797196082
225	0.7963247718
226	0.7956760336
227	0.7949624526
228	0.7941556537
229	0.7934873918
230	0.7932640998
231	0.7926720264
232	0.7922357724
233	0.7917016596
234	0.7905003444
235	0.7897116107
236	0.7889745532
237	0.7881864387
238	0.7874612057
239	0.786779097
240	0.7860379376
241	0.785029351
242	0.7839657918
243	0.7833058915
244	0.7827003735
245	0.7822956679
246	0.781707288
247	0.7812372949
248	0.7807320877
249	0.7801993244
250	0.7794499722
251	0.777903886
252	0.7771336337
253	0.7764415508
254	0.77630865
255	0.7756806858
256	0.7749093669
257	0.7739269018
258	0.7732948963
259	0.77305199
260	0.7718500934
261	0.7708908893
262	0.7705023559
263	0.7696020349
264	0.7690929288
265	0.767728484
266	0.7669601804
267	0.766473827
268	0.7655265494
269	0.7652283285
270	0.7642473914
271	0.7636733361
272	0.7631272457
273	0.7628252287
274	0.7621825055
275	0.7618676186
276	0.7611226252
277	0.7603337074
278	0.7597806199
279	0.7593711604
280	0.7587891664
281	0.7581925676
282	0.7575002759
283	0.7567095189
284	0.7565032799
285	0.7559958671
286	0.7553044834
287	0.7549720859
288	0.754606603
289	0.7541460706
290	0.7533421306
291	0.7529028061
292	0.7517530724
293	0.7504364469
294	0.749388175
295	0.7486022217
296	0.7474880959
297	0.7468903671
298	0.7458233987
299	0.7453951255
300	0.7446657536
301	0.7438588493
302	0.7427474429
303	0.7423357532
304	0.741507434
305	0.7407257932
306	0.7405367324
307	0.7399432259
308	0.7390084584
309	0.7386839295
310	0.7384776477
311	0.7378290101
312	0.7370156502
313	0.7362748835
314	0.7361199866
315	0.7354598426
316	0.7343489077
317	0.7336609691
318	0.7328330845
319	0.7324989715
320	0.7318350057
321	0.7312372019
322	0.7306263278
323	0.729562042
324	0.728669415
325	0.7274724212
326	0.7266683315
327	0.7260214385
328	0.7249747273
329	0.7244927411
330	0.7240769561
331	0.7232708752
332	0.7226795153
333	0.7221987823
334	0.7218341628
335	0.7210680633
336	0.7203872834
337	0.7199341244
338	0.7192730935
339	0.7187793628
340	0.7185083962
341	0.718103118
342	0.7175925232
343	0.7168357345
344	0.7159435504
345	0.7150133054
346	0.7145450547
347	0.7134428818
348	0.7130643148
349	0.7128041171
350	0.712144547
351	0.7113183565
352	0.7109378642
353	0.710757423
354	0.709876635
355	0.7095066574
356	0.7086018152
357	0.7078998376
358	0.7075655923
359	0.7065062402
360	0.7059359113
361	0.7055343385
362	0.7049868315
363	0.7042681416
364	0.7037066561
365	0.7032416641
366	0.7024574922
367	0.7020247092
368	0.701172276
369	0.700335868
370	0.6999545663
371	0.6991332533
372	0.6984737246
373	0.6981614954
374	0.698000021
375	0.6974388052
376	0.696290785
377	0.6959380095
378	0.6951351336
379	0.6944368935
380	0.693603646
381	0.6929015391
382	0.6920242466
383	0.6912006888
384	0.6909432569
385	0.6903857167
386	0.6898352774
387	0.689274789
388	0.6888564753
389	0.688661729
390	0.6882585082
391	0.6874962273
392	0.6865019672
393	0.6863370037
394	0.6856058111
395	0.684642256
396	0.6840474081
397	0.6838020062
398	0.6834843946
399	0.6830780041
400	0.6819633945
401	0.681336138
402	0.6804136028
403	0.6799278972
404	0.6793371082
405	0.6784023191
406	0.6779159422
407	0.6772859499
408	0.6767367065
409	0.6758064862
410	0.6751352106
411	0.6747103579
412	0.6744846988
413	0.6737748437
414	0.673453468
415	0.6728002583
416	0.6724879899
417	0.6719486714
418	0.6717443131
419	0.6716235383
420	0.6709880836
421	0.670447727
422	0.6697777429
423	0.669329078
424	0.6689052508
425	0.6687085222
426	0.6682710306
427	0.6668630022
428	0.6661709224
429	0.6653934425
430	0.6647948999
431	0.6641654632
432	0.6633048535
433	0.6627209317
434	0.6624361023
435	0.6621116394
436	0.6616088986
437	0.6610181864
438	0.6607666437
439	0.6603178183
440	0.6594704446
441	0.6592023228
442	0.6586378413
443	0.6578536097
444	0.6572721429
445	0.6568172426
446	0.6563199424
447	0.656136683
448	0.6550481751
449	0.6540017848
450	0.6538673491
451	0.6532525098
452	0.6527362025
453	0.6516236355
454	0.6510139832
455	0.6505006648
456	0.6502211489
457	0.649530367
458	0.6492588409
459	0.6485535139
460	0.6477207285
461	0.6474614558
462	0.6468593878
463	0.6461323495
464	0.6455888715
465	0.6451326521
466	0.6443236402
467	0.6438859342
468	0.6431202454
469	0.6423206839
470	0.6417129199
471	0.6414436514
472	0.6411021967
473	0.640961586
474	0.6403186673
475	0.6397860261
476	0.6395502598
477	0.6391414872
478	0.6389176605
479	0.6382462339
480	0.6378539463
481	0.6377090533
482	0.6374450258
483	0.6362762365
484	0.6355676647
485	0.6353422539
486	0.6350375458
487	0.6345374627
488	0.6340654374
489	0.6334686729
490	0.6328094693
491	0.6324450713
492	0.6320122918
493	0.6316214978
494	0.6311737043
495	0.6305747663
496	0.6297725501
497	0.6293874768
498	0.6289425587
499	0.6287537532
500	0.628566118
501	0.6282125356
502	0.6275009704
503	0.6271307682
504	0.6264685176
505	0.6261585141
506	0.6255694864
507	0.6251319741
508	0.6246852083
509	0.6239537615
510	0.6231637991
511	0.622416692
512	0.6219507886
513	0.6211965517
514	0.6206231029
515	0.6200330757
516	0.6194416247
517	0.6183429745
518	0.6175295537
519	0.6167620359
520	0.6162632899
521	0.6157481001
522	0.6153199989
523	0.6145813132
524	0.6144230914
525	0.613943154
526	0.6131984334
527	0.6129009845
528	0.6121719521
529	0.6114268075
530	0.6110142227
531	0.6104751509
532	0.6103535209
533	0.6101912122
534	0.6099723245
535	0.6092921457
536	0.6090394867
537	0.608383929
538	0.6080841818
539	0.6079559362
540	0.6076671422
541	0.6071598559
542	0.6063300197
543	0.6055418612
544	0.6048612313
545	0.604195839
546	0.6040034806
547	0.6036786672
548	0.6032253455
549	0.6028741674
550	0.6024027545
551	0.6019215764
552	0.6016488064
553	0.601017494
554	0.6007967375
555	0.6002287666
556	0.5999565171
557	0.5995876769
558	0.5992228391
559	0.5985214394
560	0.5980342284
561	0.5975971665
562	0.5974097971
563	0.5969921788
564	0.5964575083
565	0.5962243939
566	0.5957921136
567	0.5952709824
568	0.594653048
569	0.5943746388
570	0.5938213132
571	0.5934766518
572	0.5931725904
573	0.5927911465
574	0.5922657329
575	0.5915122815
576	0.5910264576
577	0.5906597821
578	0.59023669
579	0.5900671075
580	0.5892765185
581	0.5889235673
582	0.5887239631
583	0.5882725493
584	0.5880101451
585	0.5875702112
586	0.5872440339
587	0.5870766942
588	0.5864951059
589	0.5861050421
590	0.5856807192
591	0.5854872955
592	0.5850891455
593	0.5848951889
594	0.5847377246
595	0.5844051944
596	0.5836705351
597	0.5832323161
598	0.5824458658
599	0.5820432179
600	0.5817068423
601	0.5814623505
602	0.5812393246
603	0.5810494457
604	0.5808067273
605	0.5804545516
606	0.5798501827
607	0.5792897595
608	0.5786551953
609	0.5783635183
610	0.578041648
611	0.5775665084
612	0.577265129
613	0.5770132428
614	0.5764606016
615	0.576241878
616	0.5754379009
617	0.5747665161
618	0.5744910716
619	0.5736257545
620	0.5733851816
621	0.5730251636
622	0.5724348954
623	0.5721793769
624	0.5713838405
625	0.5706603199
626	0.5704277972
627	0.5698603564
628	0.5696949216
629	0.5693567345
630	0.5689646743
631	0.5681127542
632	0.5677905164
633	0.5667969993
634	0.5663006199
635	0.5656355718
636	0.5654271268
637	0.5648456204
638	0.5641332164
639	0.5630624304
640	0.5627440451
641	0.5621174146
642	0.5617925032
643	0.5612806142
644	0.5607037884
645	0.5604534564
646	0.5599072877
647	0.5591076596
648	0.5588120295
649	0.5583252595
650	0.5578982906
651	0.5574546854
652	0.5571659898
653	0.5566879997
654	0.5563310395
655	0.55609923
656	0.5556811855
657	0.5554510737
658	0.5552042468
659	0.5549808639
660	0.5544871738
661	0.5541796478
662	0.5534208781
663	0.552598155
664	0.5523935967
665	0.5519912386
666	0.5517188911
667	0.5514646555
668	0.5511064166
669	0.5507831797
670	0.5495724512
671	0.5490676939
672	0.5488797257
673	0.5476622687
674	0.5474587098
675	0.5473624613
676	0.5470825405
677	0.5465988981
678	0.5461489481
679	0.545642126
680	0.5450739251
681	0.5447712837
682	0.5444876079
683	0.5442134587
684	0.5440429987
685	0.5433490178
686	0.5431648597
687	0.5428109018
688	0.5422557241
689	0.5416750573
690	0.5412604963
691	0.5410407514
692	0.5407595576
693	0.5400730005
694	0.5395454671
695	0.538939132
696	0.5384051588
697	0.5377784351
698	0.5374531963
699	0.5368261464
700	0.5365625355
701	0.5360961621
702	0.5353205423
703	0.5346105121
704	0.5342234453
705	0.5337935689
706	0.5335218341
707	0.5329070642
708	0.532409095
709	0.5320929927
710	0.5316565997
711	0.5312750815
712	0.5307556364
713	0.5302077785
714	0.5297531788
715	0.529471574
716	0.5290661287
717	0.5286748241
718	0.5285035997
719	0.5281024884
720	0.5277313559
721	0.5272229578
722	0.5270988569
723	0.5262192489
724	0.5255357517
725	0.5253407004
726	0.5247415075
727	0.5238791109
728	0.5232706006
729	0.5228812708
730	0.5220484892
731	0.5215224643
732	0.5211516582
733	0.5204881649
734	0.5198329353
735	0.5194467234
736	0.5186501758
737	0.5182252957
738	0.5176727038
739	0.5166864549
740	0.5163278124
741	0.5159403978
742	0.5157115163
743	0.5153940008
744	0.5148187954
745	0.5144533495
746	0.5141786205
747	0.513556734
748	0.5131608477
749	0.5130335499
750	0.5127658052
751	0.5122948699
752	0.5115566423
753	0.5110503532
754	0.5105109951
755	0.5099065093
756	0.5094412153
757	0.5092404112
758	0.5084172752
759	0.5079845389
760	0.5076859883
761	0.5072548717
762	0.5071240763
763	0.5069715139
764	0.5062075531
765	0.5055023855
766	0.505210975
767	0.5045762874
768	0.5041702242
769	0.5038473237
770	0.5034636777
771	0.5031948626
772	0.5026683446
773	0.5024385508
774	0.5019230476
775	0.5013379346
776	0.501058793
777	0.5007119872
778	0.5003459431
779	0.4997076002
780	0.4991448429
781	0.4985243645
782	0.4980539019
783	0.4977186573
784	0.4975369551
785	0.4970414013
786	0.4963657527
787	0.4956799815
788	0.4951112726
789	0.4948228626
790	0.4945078872
791	0.4942258964
792	0.4936851365
793	0.4932145523
794	0.4927201027
795	0.4916943415
796	0.4913903583
797	0.4908027243
798	0.490160624
799	0.4896839076
800	0.4891095831
801	0.4886431396
802	0.4878737982
803	0.4877266775
804	0.4874847564
805	0.4871117119
806	0.4867693333
807	0.4866095472
808	0.4863776564
809	0.4861888387
810	0.4859292844
811	0.4856133149
812	0.4855264584
813	0.4852702111
814	0.4850281279
815	0.4847128021
816	0.4845055834
817	0.4843143686
818	0.4840072014
819	0.4837495266
820	0.4830190778
821	0.4826825955
822	0.4822243985
823	0.481508039
824	0.4811738403
825	0.4810376515
826	0.4807859019
827	0.4803322648
828	0.4797270834
829	0.4794241361
830	0.4791907457
831	0.4786635397
832	0.4783830833
833	0.4775535798
834	0.4768949048
835	0.4765592134
836	0.4763933787
837	0.4759427372
838	0.4754946407
839	0.4750193245
840	0.474540595
841	0.474234609
842	0.4738123825
843	0.4734268695
844	0.4733017431
845	0.473134733
846	0.4728262487
847	0.4722653653
848	0.4716081503
849	0.4711595478
850	0.4706390391
851	0.4704103346
852	0.4702737965
853	0.4701244503
854	0.4696156148
855	0.4693407463
856	0.4687402444
857	0.4680691468
858	0.4676188348
859	0.4675282676
860	0.4670881719
861	0.4665712828
862	0.4664769588
863	0.4662577521
864	0.4659950236
865	0.4654490951
866	0.4649756976
867	0.4646229971
868	0.4640676972
869	0.4634319907
870	0.4630685558
871	0.4628161794
872	0.4624857676
873	0.4623251252
874	0.4619016293
875	0.4615000567
876	0.4612169811
877	0.4607478247
878	0.4603859917
879	0.459926932
880	0.4594725542
881	0.4591355651
882	0.4584784565
883	0.4575916992
884	0.4574029097
885	0.457126938
886	0.4566828045
887	0.456218854
888	0.4560408703
889	0.4557862584
890	0.4556071215
891	0.4553537309
892	0.4549703792
893	0.4547288388
894	0.4543947043
895	0.453825572
896	0.4533709249
897	0.4530784448
898	0.4529680617
899	0.4527356838
900	0.4523466278
901	0.4521985858
902	0.4519306801
903	0.4515840372
904	0.4513816249
905	0.4510588784
906	0.4506412371
907	0.4504102363
908	0.45019848
909	0.4498986276
910	0.4496165561
911	0.4494567491
912	0.449233814
913	0.4488766488
914	0.4485407661
915	0.4482645935
916	0.4481871688
917	0.4480279521
918	0.4476665531
919	0.4471156131
920	0.4467698888
921	0.4463423771
922	0.4456828006
923	0.4453101532
924	0.4450309034
925	0.4444765815
926	0.4443235142
927	0.4440631788
928	0.4438043891
929	0.443486489
930	0.4431346905
931	0.4428706267
932	0.4421397761
933	0.441846609
934	0.4413820323
935	0.4406928314
936	0.4405939959
937	0.4400494848
938	0.4397164784
939	0.4390205739
940	0.4384945845
941	0.4381790209
942	0.437822446
943	0.4376735035
944	0.4373130137
945	0.4369580288
946	0.4366203723
947	0.4364964001
948	0.436295863
949	0.4359802377
950	0.4355735549
951	0.4352220185
952	0.4348365698
953	0.434593627
954	0.434217797
955	0.4338324026
956	0.4333338119
957	0.4330924989
958	0.4327656659
959	0.4325456042
960	0.4321991659
961	0.4320733643
962	0.4318529043
963	0.4313313368
964	0.4312105581
965	0.4310474059
966	0.4306745322
967	0.4303629246
968	0.4302848416
969	0.4300854977
970	0.4299102671
971	0.4293926885
972	0.4288785489
973	0.4284495368
974	0.428307124
975	0.4277378044
976	0.4274051153
977	0.4271911052
978	0.4268983559
979	0.4265081606
980	0.4260828335
981	0.4256728456
982	0.4253447288
983	0.4250448
984	0.4245155579
985	0.4241491229
986	0.4236515055
987	0.4232014237
988	0.4227916337
989	0.4224357577
990	0.4219272603
991	0.4215018362
992	0.421138284
993	0.4207947345
994	0.4203380341
995	0.4199631309
996	0.4196325872
997	0.4195827028
998	0.418953261
999	0.4186805106
