season_id,playerId,info_position,info_shirtNum,info_positionInfo,info_loan,birth_date_label,birth_country_country,birth_place,age,name_display,id,_accurate_back_zone_pass,_accurate_chipped_pass,_accurate_cross,_accurate_cross_nocorner,_accurate_fwd_zone_pass,_accurate_launches,_accurate_long_balls,_accurate_pass,_accurate_through_ball,_accurate_throws,_aerial_lost,_aerial_won,_appearances,_attempted_tackle_foul,_attempts_conceded_ibox,_attempts_conceded_obox,_attempts_obox,_att_assist_openplay,_att_lf_total,_att_obox_blocked,_att_obx_centre,_att_openplay,_backward_pass,_ball_recovery,_big_chance_created,_blocked_cross,_blocked_pass,_blocked_scoring_att,_challenge_lost,_clean_sheet,_crosses_18yard,_crosses_18yardplus,_dispossessed,_draws,_duel_lost,_duel_won,_effective_blocked_cross,_effective_clearance,_effective_head_clearance,_final_third_entries,_fouled_final_third,_fouls,_fwd_pass,_game_started,_goals_conceded,_goals_conceded_ibox,_goals_conceded_obox,_head_clearance,_head_pass,_interception,_interceptions_in_box,_interception_won,_leftside_pass,_long_pass_own_to_opp,_long_pass_own_to_opp_success,_losses,_lost_corners,_mins_played,_offside_provoked,_offtarget_att_assist,_ontarget_att_assist,_open_play_pass,_outfielder_block,_overrun,_passes_left,_passes_right,_penalty_conceded,_pen_area_entries,_pen_goals_conceded,_poss_lost_all,_poss_lost_ctrl,_poss_won_att_3rd,_poss_won_def_3rd,_poss_won_mid_3rd,_put_through,_rightside_pass,_successful_final_third_passes,_successful_open_play_pass,_successful_put_through,_times_tackled,_total_att_assist,_total_back_zone_pass,_total_chipped_pass,_total_clearance,_total_contest,_total_cross,_total_cross_nocorner,_total_final_third_passes,_total_flick_on,_total_fwd_zone_pass,_total_launches,_total_long_balls,_total_offside,_total_pass,_total_pull_back,_total_scoring_att,_total_sub_off,_total_sub_on,_total_tackle,_total_through_ball,_total_throws,_touches,_touches_in_opp_box,_turnover,_unsuccessful_touch,_was_fouled,_winning_goal,_wins,_won_contest,_won_corners,_won_tackle,_yellow_card,season,per_wins
79,341253.0,M,8.0,Centre Central Midfielder,False,23 January 1996,England,London,21,Ruben Loftus-Cheek,5179.0,132.0,21.0,3.0,3.0,467.0,1.0,24.0,596.0,1.0,4.0,55.0,32.0,24.0,6.0,161.0,92.0,9.0,22.0,2.0,4.0,9.0,26.0,154.0,130.0,5.0,5.0,41.0,13.0,23.0,5.0,9.0,3.0,48.0,8.0,180.0,188.0,5.0,26.0,16.0,86.0,19.0,17.0,236.0,21.0,30.0,23.0,7.0,16.0,48.0,22.0,1.0,22.0,153.0,64.0,44.0,8.0,2.0,1875.0,,6.0,19.0,713.0,2.0,8.0,187.0,91.0,,41.0,1.0,282.0,282.0,11.0,48.0,71.0,41.0,180.0,282.0,586.0,17.0,,26.0,158.0,33.0,26.0,111.0,12.0,12.0,346.0,21.0,577.0,2.0,36.0,3.0,723.0,4.0,32.0,4.0,3.0,21.0,1.0,4.0,1183.0,83.0,46.0,46.0,62.0,,8.0,73.0,9.0,15.0,1.0,2017,0.3333333333333333
54,341253.0,M,8.0,Centre Central Midfielder,False,23 January 1996,England,London,20,Ruben Loftus-Cheek,5179.0,9.0,,,,12.0,,,21.0,,,,1.0,6.0,,5.0,3.0,,,,,,1.0,12.0,7.0,,,1.0,,1.0,,,,2.0,0.0,5.0,3.0,,1.0,,,,2.0,4.0,,0.0,0.0,,,1.0,,,,5.0,,,2.0,,31.0,,,,25.0,,1.0,6.0,2.0,,,,10.0,10.0,2.0,3.0,2.0,1.0,4.0,8.0,21.0,1.0,2.0,,11.0,,1.0,1.0,,,10.0,,14.0,,,,25.0,1.0,1.0,,6.0,1.0,,,38.0,5.0,3.0,3.0,,0.0,4.0,1.0,2.0,,,2016,0.6666666666666666
42,341253.0,M,8.0,Centre Central Midfielder,False,23 January 1996,England,London,19,Ruben Loftus-Cheek,5179.0,73.0,2.0,,,140.0,,8.0,213.0,1.0,,8.0,7.0,13.0,3.0,33.0,30.0,,4.0,2.0,2.0,4.0,10.0,59.0,24.0,,,15.0,5.0,7.0,1.0,1.0,,9.0,6.0,39.0,41.0,,3.0,2.0,28.0,6.0,4.0,72.0,4.0,8.0,5.0,3.0,2.0,12.0,5.0,,5.0,63.0,27.0,26.0,3.0,,407.0,,,4.0,239.0,,4.0,19.0,49.0,,6.0,1.0,70.0,69.0,5.0,7.0,12.0,15.0,49.0,63.0,209.0,13.0,,4.0,76.0,2.0,4.0,21.0,1.0,1.0,85.0,7.0,168.0,,10.0,1.0,243.0,1.0,12.0,2.0,9.0,11.0,1.0,,359.0,,11.0,11.0,14.0,,4.0,10.0,6.0,9.0,,2015,0.3076923076923077
27,341253.0,M,8.0,Centre Central Midfielder,False,23 January 1996,England,London,18,Ruben Loftus-Cheek,5179.0,50.0,2.0,,,48.0,,2.0,98.0,,,1.0,1.0,3.0,3.0,11.0,6.0,,1.0,,1.0,1.0,1.0,17.0,14.0,,,2.0,1.0,3.0,,,,,2.0,7.0,8.0,,3.0,3.0,10.0,,3.0,18.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,,4.0,40.0,4.0,4.0,1.0,,134.0,,1.0,,103.0,,,4.0,5.0,,3.0,1.0,8.0,8.0,,4.0,10.0,2.0,29.0,28.0,98.0,1.0,,1.0,51.0,5.0,3.0,2.0,,,32.0,,53.0,,3.0,,104.0,,1.0,2.0,1.0,3.0,1.0,,122.0,,1.0,1.0,2.0,,0.0,2.0,,1.0,,2014,0.0
578,135591.0,M,36.0,Centre Central Midfielder,False,30 October 1997,England,,26,Sean Longstaff,14897.0,114.0,18.0,3.0,3.0,137.0,,19.0,248.0,,1.0,6.0,2.0,10.0,3.0,49.0,25.0,2.0,5.0,2.0,1.0,2.0,11.0,44.0,38.0,2.0,,7.0,3.0,12.0,4.0,6.0,1.0,13.0,2.0,38.0,29.0,,6.0,5.0,43.0,1.0,4.0,104.0,6.0,8.0,5.0,3.0,5.0,16.0,3.0,,3.0,74.0,48.0,38.0,3.0,3.0,628.0,,2.0,4.0,292.0,3.0,,23.0,72.0,,16.0,,87.0,87.0,7.0,8.0,23.0,11.0,84.0,66.0,235.0,7.0,16.0,6.0,126.0,29.0,6.0,5.0,7.0,7.0,101.0,2.0,187.0,4.0,29.0,1.0,306.0,1.0,11.0,,4.0,12.0,1.0,1.0,412.0,17.0,8.0,8.0,13.0,1.0,5.0,2.0,3.0,7.0,3.0,2023,0.5
489,135591.0,M,36.0,Centre Central Midfielder,False,30 October 1997,England,,25,Sean Longstaff,14897.0,417.0,37.0,8.0,8.0,522.0,5.0,47.0,931.0,3.0,4.0,28.0,24.0,33.0,15.0,164.0,107.0,12.0,19.0,10.0,5.0,11.0,28.0,218.0,141.0,6.0,1.0,38.0,15.0,32.0,11.0,21.0,9.0,29.0,12.0,132.0,112.0,1.0,22.0,16.0,123.0,9.0,29.0,340.0,28.0,18.0,17.0,1.0,16.0,92.0,16.0,2.0,16.0,257.0,134.0,87.0,4.0,5.0,2515.0,,7.0,16.0,1088.0,8.0,,70.0,287.0,,61.0,2.0,304.0,304.0,12.0,59.0,70.0,58.0,310.0,288.0,894.0,27.0,47.0,23.0,461.0,75.0,22.0,26.0,30.0,30.0,381.0,11.0,694.0,20.0,89.0,5.0,1125.0,,33.0,4.0,5.0,42.0,7.0,4.0,1511.0,80.0,37.0,37.0,39.0,0.0,17.0,8.0,18.0,21.0,2.0,2022,0.5151515151515151
418,135591.0,M,36.0,Centre Central Midfielder,False,30 October 1997,England,,24,Sean Longstaff,14897.0,242.0,18.0,2.0,1.0,238.0,8.0,42.0,478.0,,1.0,18.0,13.0,24.0,10.0,139.0,95.0,13.0,5.0,1.0,4.0,13.0,10.0,118.0,95.0,,0.0,22.0,4.0,41.0,2.0,4.0,4.0,18.0,7.0,96.0,90.0,0.0,18.0,6.0,79.0,1.0,14.0,186.0,15.0,29.0,27.0,2.0,6.0,51.0,9.0,2.0,9.0,144.0,82.0,49.0,9.0,0.0,1461.0,0.0,1.0,6.0,563.0,6.0,,82.0,102.0,,23.0,3.0,168.0,168.0,5.0,40.0,50.0,22.0,142.0,110.0,452.0,12.0,23.0,7.0,278.0,38.0,18.0,11.0,11.0,10.0,152.0,3.0,323.0,28.0,81.0,,590.0,1.0,15.0,3.0,9.0,54.0,1.0,1.0,824.0,18.0,22.0,22.0,17.0,0.0,8.0,6.0,6.0,34.0,1.0,2021,0.3333333333333333
363,135591.0,M,36.0,Centre Central Midfielder,False,30 October 1997,England,,23,Sean Longstaff,14897.0,207.0,32.0,6.0,,254.0,4.0,50.0,455.0,,6.0,19.0,11.0,22.0,12.0,158.0,97.0,9.0,6.0,3.0,4.0,9.0,8.0,123.0,67.0,1.0,1.0,32.0,5.0,24.0,2.0,1.0,5.0,6.0,4.0,75.0,67.0,1.0,13.0,6.0,75.0,4.0,22.0,156.0,15.0,26.0,23.0,3.0,6.0,42.0,19.0,1.0,19.0,149.0,81.0,49.0,8.0,1.0,1406.0,,5.0,7.0,531.0,5.0,1.0,66.0,98.0,,32.0,2.0,153.0,153.0,3.0,30.0,34.0,32.0,130.0,95.0,431.0,21.0,11.0,12.0,237.0,57.0,13.0,9.0,25.0,6.0,144.0,1.0,346.0,18.0,87.0,,558.0,,15.0,1.0,7.0,31.0,,6.0,786.0,17.0,17.0,17.0,21.0,0.0,10.0,4.0,4.0,14.0,2.0,2020,0.45454545454545453
274,135591.0,M,36.0,Centre Central Midfielder,False,30 October 1997,England,,22,Sean Longstaff,14897.0,269.0,18.0,8.0,7.0,239.0,3.0,34.0,500.0,1.0,1.0,21.0,17.0,23.0,13.0,134.0,81.0,21.0,8.0,5.0,7.0,21.0,17.0,83.0,73.0,2.0,,34.0,7.0,30.0,2.0,7.0,8.0,16.0,5.0,93.0,85.0,,20.0,7.0,76.0,3.0,17.0,186.0,14.0,26.0,21.0,5.0,7.0,62.0,19.0,0.0,19.0,176.0,74.0,46.0,11.0,8.0,1373.0,0.0,7.0,8.0,594.0,5.0,1.0,69.0,81.0,,51.0,,211.0,211.0,8.0,28.0,37.0,34.0,186.0,84.0,472.0,18.0,,15.0,308.0,55.0,20.0,18.0,33.0,24.0,138.0,6.0,356.0,12.0,77.0,,631.0,,25.0,2.0,9.0,35.0,1.0,1.0,907.0,7.0,26.0,26.0,26.0,,7.0,7.0,9.0,19.0,2.0,2019,0.30434782608695654
210,135591.0,M,36.0,Centre Central Midfielder,False,30 October 1997,England,,21,Sean Longstaff,14897.0,137.0,15.0,2.0,2.0,102.0,4.0,30.0,237.0,,,12.0,9.0,9.0,5.0,71.0,24.0,5.0,5.0,,1.0,5.0,8.0,54.0,46.0,1.0,,20.0,3.0,15.0,2.0,1.0,2.0,6.0,1.0,41.0,38.0,,7.0,1.0,55.0,1.0,7.0,81.0,8.0,9.0,8.0,1.0,1.0,34.0,10.0,,10.0,83.0,33.0,20.0,4.0,,687.0,,3.0,2.0,290.0,4.0,,44.0,32.0,,14.0,1.0,69.0,69.0,3.0,17.0,26.0,20.0,75.0,57.0,235.0,15.0,2.0,5.0,148.0,33.0,7.0,6.0,3.0,3.0,81.0,,148.0,12.0,52.0,,293.0,,8.0,2.0,1.0,17.0,,,398.0,5.0,4.0,4.0,8.0,0.0,4.0,5.0,1.0,13.0,2.0,2018,0.4444444444444444
489,346864.0,F,10.0,Right Winger,True,21 July 1994,England,London,28,Jamal Lowe,7887.0,1.0,,,,1.0,,,2.0,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,,11.0,,,,4.0,,,,1.0,,1.0,,2.0,2.0,,,,1.0,2.0,1.0,2.0,,0.0,,2.0,,,,,,1.0,,2.0,,1.0,,4.0,,,,2.0,0.0,,,4.0,,,,,0.0,0.0,,,0.0,,2022,0.0
489,340986.0,F,,Winger,False,13 August 1992,Brazil,São Paulo,30,Lucas Moura,5762.0,17.0,3.0,1.0,1.0,40.0,,,56.0,1.0,5.0,4.0,5.0,15.0,2.0,10.0,4.0,,4.0,,,,1.0,19.0,9.0,,1.0,3.0,2.0,3.0,,3.0,6.0,5.0,2.0,21.0,21.0,1.0,,,6.0,1.0,3.0,20.0,,4.0,4.0,,,10.0,2.0,,2.0,28.0,3.0,2.0,6.0,,145.0,,1.0,3.0,74.0,,,1.0,18.0,,11.0,,44.0,44.0,2.0,5.0,2.0,6.0,8.0,23.0,55.0,,11.0,4.0,21.0,4.0,,11.0,9.0,9.0,35.0,2.0,63.0,1.0,1.0,,75.0,,4.0,,15.0,8.0,1.0,5.0,133.0,12.0,6.0,6.0,3.0,0.0,7.0,5.0,3.0,5.0,,2022,0.4666666666666667
418,340986.0,F,,Winger,False,13 August 1992,Brazil,São Paulo,29,Lucas Moura,5762.0,146.0,20.0,6.0,6.0,416.0,2.0,10.0,556.0,4.0,5.0,32.0,48.0,34.0,14.0,157.0,85.0,14.0,28.0,6.0,6.0,14.0,29.0,176.0,95.0,11.0,1.0,43.0,9.0,27.0,2.0,21.0,10.0,33.0,4.0,145.0,166.0,1.0,18.0,11.0,85.0,11.0,20.0,222.0,19.0,21.0,21.0,,11.0,64.0,18.0,,18.0,211.0,47.0,30.0,10.0,1.0,1772.0,,13.0,21.0,714.0,,5.0,34.0,144.0,,71.0,2.0,340.0,340.0,17.0,30.0,48.0,43.0,116.0,221.0,546.0,19.0,69.0,34.0,192.0,36.0,18.0,92.0,33.0,33.0,301.0,25.0,566.0,6.0,21.0,3.0,725.0,2.0,37.0,13.0,15.0,25.0,8.0,7.0,1152.0,62.0,59.0,59.0,37.0,1.0,20.0,56.0,12.0,10.0,4.0,2021,0.5882352941176471
363,340986.0,F,,Winger,False,13 August 1992,Brazil,São Paulo,28,Lucas Moura,5762.0,130.0,12.0,5.0,2.0,303.0,0.0,6.0,428.0,,4.0,41.0,23.0,30.0,17.0,118.0,58.0,5.0,9.0,4.0,1.0,5.0,15.0,139.0,79.0,3.0,,37.0,5.0,21.0,2.0,11.0,4.0,37.0,5.0,158.0,135.0,,10.0,8.0,57.0,12.0,23.0,149.0,14.0,18.0,17.0,1.0,8.0,55.0,18.0,,18.0,149.0,36.0,17.0,10.0,3.0,1402.0,,5.0,11.0,562.0,,5.0,49.0,111.0,,41.0,2.0,292.0,292.0,9.0,31.0,39.0,37.0,132.0,155.0,421.0,12.0,74.0,16.0,164.0,21.0,10.0,70.0,26.0,17.0,222.0,18.0,431.0,9.0,23.0,3.0,569.0,1.0,18.0,7.0,16.0,32.0,1.0,4.0,951.0,39.0,48.0,48.0,47.0,0.0,15.0,33.0,7.0,16.0,1.0,2020,0.5
274,340986.0,F,,Winger,False,13 August 1992,Brazil,São Paulo,27,Lucas Moura,5762.0,152.0,14.0,3.0,2.0,419.0,3.0,12.0,568.0,4.0,4.0,80.0,59.0,35.0,19.0,210.0,106.0,22.0,30.0,9.0,8.0,22.0,48.0,168.0,110.0,6.0,2.0,47.0,21.0,42.0,1.0,13.0,4.0,74.0,9.0,261.0,250.0,2.0,25.0,18.0,87.0,17.0,30.0,224.0,25.0,29.0,26.0,3.0,18.0,77.0,15.0,,15.0,219.0,38.0,13.0,11.0,3.0,2247.0,,9.0,25.0,761.0,2.0,6.0,64.0,135.0,,64.0,3.0,404.0,404.0,16.0,34.0,60.0,47.0,162.0,234.0,558.0,27.0,4.0,35.0,178.0,40.0,25.0,109.0,21.0,18.0,353.0,39.0,616.0,9.0,32.0,5.0,773.0,1.0,56.0,14.0,10.0,57.0,9.0,5.0,1383.0,81.0,60.0,60.0,63.0,0.0,15.0,72.0,17.0,33.0,3.0,2019,0.42857142857142855
210,340986.0,F,,Winger,False,13 August 1992,Brazil,São Paulo,26,Lucas Moura,5762.0,129.0,24.0,1.0,1.0,422.0,1.0,12.0,550.0,,6.0,58.0,34.0,32.0,19.0,184.0,96.0,15.0,26.0,4.0,2.0,13.0,34.0,191.0,94.0,1.0,0.0,38.0,6.0,18.0,6.0,13.0,6.0,34.0,1.0,182.0,161.0,0.0,24.0,20.0,79.0,15.0,25.0,167.0,24.0,18.0,17.0,1.0,20.0,69.0,24.0,2.0,24.0,177.0,41.0,22.0,12.0,3.0,2128.0,,9.0,18.0,719.0,1.0,9.0,98.0,107.0,,49.0,2.0,355.0,355.0,15.0,25.0,54.0,38.0,188.0,220.0,547.0,14.0,1.0,27.0,155.0,55.0,24.0,95.0,19.0,19.0,335.0,23.0,587.0,5.0,26.0,14.0,723.0,2.0,45.0,13.0,7.0,34.0,5.0,6.0,1200.0,112.0,67.0,67.0,48.0,0.0,19.0,45.0,14.0,18.0,3.0,2018,0.59375
79,340986.0,F,,Winger,False,13 August 1992,Brazil,São Paulo,25,Lucas Moura,5762.0,18.0,2.0,,,70.0,,1.0,88.0,,,1.0,4.0,6.0,2.0,20.0,6.0,4.0,5.0,,1.0,4.0,4.0,35.0,12.0,,,6.0,1.0,2.0,,,1.0,10.0,1.0,23.0,21.0,,2.0,2.0,10.0,4.0,4.0,27.0,2.0,6.0,5.0,1.0,2.0,6.0,2.0,,2.0,31.0,4.0,3.0,2.0,,208.0,,2.0,4.0,113.0,,,7.0,18.0,,5.0,1.0,48.0,48.0,3.0,2.0,7.0,6.0,20.0,38.0,88.0,2.0,,6.0,22.0,6.0,2.0,12.0,1.0,1.0,58.0,3.0,92.0,,2.0,,113.0,,5.0,2.0,4.0,4.0,,,167.0,8.0,6.0,6.0,7.0,,3.0,6.0,3.0,2.0,,2017,0.5
578,325037.0,M,10.0,Centre Attacking Midfielder,False,27 August 1997,Brazil,,26,Lucas Paquetá,55776.0,166.0,29.0,2.0,2.0,207.0,,26.0,371.0,7.0,3.0,16.0,17.0,10.0,11.0,97.0,63.0,2.0,11.0,9.0,,2.0,5.0,72.0,76.0,3.0,,8.0,0.0,14.0,,3.0,8.0,28.0,2.0,81.0,83.0,,9.0,8.0,78.0,5.0,20.0,212.0,10.0,15.0,13.0,2.0,8.0,29.0,9.0,1.0,9.0,89.0,53.0,27.0,4.0,3.0,885.0,,4.0,8.0,471.0,,2.0,131.0,28.0,,38.0,2.0,177.0,177.0,8.0,43.0,25.0,25.0,112.0,119.0,358.0,8.0,33.0,12.0,198.0,62.0,9.0,22.0,11.0,11.0,175.0,16.0,298.0,5.0,49.0,3.0,485.0,,11.0,6.0,,27.0,16.0,3.0,679.0,21.0,16.0,16.0,23.0,0.0,4.0,17.0,3.0,21.0,5.0,2023,0.4
489,325037.0,M,10.0,Centre Attacking Midfielder,False,27 August 1997,Brazil,,25,Lucas Paquetá,55776.0,393.0,51.0,4.0,4.0,513.0,1.0,46.0,902.0,3.0,1.0,32.0,36.0,28.0,37.0,183.0,117.0,25.0,28.0,35.0,9.0,25.0,38.0,209.0,144.0,3.0,,38.0,15.0,39.0,,9.0,12.0,44.0,7.0,185.0,170.0,,31.0,20.0,148.0,6.0,50.0,387.0,27.0,39.0,32.0,7.0,20.0,67.0,16.0,2.0,16.0,330.0,108.0,84.0,13.0,5.0,2170.0,,12.0,20.0,1054.0,4.0,2.0,222.0,128.0,,68.0,2.0,366.0,366.0,20.0,48.0,76.0,65.0,199.0,280.0,834.0,37.0,66.0,32.0,450.0,84.0,31.0,55.0,22.0,22.0,392.0,25.0,697.0,3.0,63.0,1.0,1125.0,,53.0,20.0,1.0,71.0,13.0,1.0,1603.0,57.0,48.0,48.0,30.0,0.0,8.0,33.0,8.0,53.0,5.0,2022,0.2857142857142857
418,347054.0,F,90.0,Centre Striker,True,13 May 1993,Belgium,Antwerp,28,Romelu Lukaku,4290.0,60.0,8.0,,,171.0,,4.0,231.0,1.0,,48.0,51.0,26.0,2.0,115.0,70.0,5.0,24.0,19.0,1.0,5.0,39.0,103.0,33.0,4.0,,24.0,15.0,4.0,6.0,4.0,3.0,25.0,7.0,96.0,78.0,,20.0,19.0,20.0,7.0,8.0,64.0,16.0,14.0,9.0,5.0,19.0,47.0,,,,86.0,7.0,3.0,5.0,2.0,1585.0,,10.0,14.0,289.0,1.0,2.0,36.0,38.0,,25.0,2.0,172.0,172.0,8.0,3.0,22.0,24.0,64.0,121.0,203.0,10.0,37.0,24.0,73.0,12.0,20.0,25.0,7.0,7.0,167.0,23.0,251.0,,5.0,14.0,317.0,1.0,43.0,5.0,10.0,2.0,2.0,,533.0,102.0,37.0,37.0,12.0,3.0,14.0,13.0,11.0,1.0,1.0,2021,0.5384615384615384
210,347054.0,F,90.0,Centre Striker,True,13 May 1993,Belgium,Antwerp,25,Romelu Lukaku,4290.0,95.0,12.0,5.0,5.0,264.0,,12.0,354.0,3.0,,85.0,93.0,32.0,9.0,178.0,144.0,3.0,21.0,29.0,2.0,3.0,46.0,145.0,31.0,3.0,,29.0,9.0,8.0,4.0,35.0,11.0,46.0,8.0,175.0,124.0,,19.0,13.0,73.0,1.0,18.0,115.0,22.0,38.0,30.0,8.0,13.0,110.0,2.0,,2.0,170.0,19.0,11.0,9.0,0.0,2130.0,,7.0,14.0,503.0,1.0,1.0,54.0,76.0,,78.0,4.0,339.0,339.0,6.0,6.0,19.0,29.0,104.0,160.0,324.0,11.0,12.0,21.0,114.0,29.0,19.0,40.0,46.0,46.0,281.0,68.0,466.0,2.0,21.0,23.0,534.0,1.0,55.0,4.0,10.0,8.0,5.0,,855.0,122.0,51.0,51.0,3.0,0.0,15.0,21.0,21.0,4.0,4.0,2018,0.46875
79,347054.0,F,90.0,Centre Striker,True,13 May 1993,Belgium,Antwerp,24,Romelu Lukaku,4290.0,108.0,11.0,9.0,9.0,394.0,,19.0,493.0,3.0,,100.0,109.0,34.0,10.0,228.0,153.0,11.0,26.0,53.0,4.0,11.0,75.0,194.0,55.0,9.0,1.0,33.0,18.0,13.0,13.0,30.0,6.0,48.0,5.0,208.0,166.0,1.0,21.0,15.0,88.0,3.0,31.0,166.0,33.0,26.0,24.0,2.0,15.0,163.0,3.0,,3.0,215.0,27.0,15.0,6.0,2.0,2869.0,1.0,12.0,21.0,696.0,2.0,6.0,68.0,118.0,,71.0,1.0,413.0,413.0,16.0,7.0,32.0,33.0,146.0,232.0,468.0,7.0,,33.0,125.0,21.0,21.0,57.0,36.0,36.0,386.0,114.0,632.0,1.0,25.0,18.0,721.0,,86.0,3.0,1.0,7.0,11.0,1.0,1128.0,158.0,76.0,76.0,16.0,,23.0,35.0,17.0,4.0,4.0,2017,0.6764705882352942
54,347054.0,F,90.0,Centre Striker,True,13 May 1993,Belgium,Antwerp,23,Romelu Lukaku,4290.0,139.0,17.0,6.0,6.0,499.0,,19.0,632.0,5.0,4.0,186.0,136.0,37.0,11.0,258.0,170.0,30.0,41.0,62.0,11.0,30.0,92.0,240.0,84.0,8.0,,28.0,24.0,13.0,12.0,37.0,8.0,88.0,9.0,346.0,242.0,,26.0,15.0,137.0,8.0,33.0,256.0,36.0,42.0,34.0,8.0,16.0,231.0,,,,279.0,43.0,23.0,11.0,4.0,3267.0,0.0,18.0,29.0,945.0,4.0,9.0,99.0,184.0,,71.0,3.0,583.0,583.0,22.0,6.0,56.0,30.0,190.0,305.0,615.0,7.0,120.0,47.0,184.0,28.0,27.0,95.0,45.0,45.0,527.0,170.0,826.0,0.0,26.0,36.0,965.0,3.0,110.0,2.0,1.0,9.0,9.0,5.0,1518.0,189.0,77.0,77.0,34.0,4.0,17.0,63.0,21.0,6.0,3.0,2016,0.4594594594594595
42,347054.0,F,90.0,Centre Striker,True,13 May 1993,Belgium,Antwerp,22,Romelu Lukaku,4290.0,155.0,18.0,6.0,6.0,648.0,1.0,23.0,797.0,4.0,2.0,144.0,93.0,37.0,6.0,307.0,202.0,1.0,45.0,71.0,11.0,29.0,96.0,310.0,47.0,8.0,,31.0,32.0,7.0,6.0,30.0,1.0,91.0,13.0,301.0,172.0,,5.0,4.0,130.0,10.0,30.0,261.0,36.0,52.0,48.0,4.0,4.0,175.0,,,,286.0,75.0,61.0,13.0,2.0,3174.0,,20.0,31.0,1015.0,3.0,10.0,115.0,150.0,,69.0,5.0,548.0,548.0,9.0,9.0,29.0,31.0,241.0,352.0,714.0,9.0,,51.0,185.0,37.0,5.0,77.0,31.0,31.0,548.0,107.0,944.0,1.0,32.0,16.0,1098.0,1.0,118.0,8.0,1.0,13.0,7.0,2.0,1603.0,4.0,81.0,81.0,25.0,,11.0,41.0,25.0,8.0,3.0,2015,0.2972972972972973
27,347054.0,F,90.0,Centre Striker,True,13 May 1993,Belgium,Antwerp,21,Romelu Lukaku,4290.0,157.0,17.0,3.0,3.0,537.0,,19.0,691.0,2.0,1.0,119.0,62.0,36.0,9.0,230.0,195.0,,32.0,59.0,13.0,38.0,85.0,311.0,69.0,2.0,1.0,29.0,29.0,6.0,2.0,39.0,,81.0,10.0,275.0,142.0,1.0,8.0,8.0,90.0,12.0,29.0,218.0,32.0,40.0,34.0,6.0,8.0,149.0,2.0,,2.0,211.0,46.0,28.0,15.0,1.0,2875.0,,11.0,26.0,879.0,1.0,14.0,148.0,126.0,,37.0,3.0,487.0,487.0,14.0,6.0,49.0,29.0,195.0,299.0,635.0,7.0,,37.0,195.0,29.0,8.0,91.0,39.0,39.0,449.0,101.0,779.0,3.0,30.0,36.0,935.0,4.0,105.0,10.0,4.0,11.0,4.0,1.0,1418.0,,63.0,63.0,24.0,,11.0,45.0,31.0,8.0,1.0,2014,0.3055555555555556
578,337950.0,M,28.0,Central Midfielder,False,13 August 1996,Serbia,Sabac,27,Sasa Lukic,16044.0,84.0,6.0,,,81.0,1.0,6.0,165.0,1.0,,1.0,1.0,6.0,3.0,51.0,15.0,2.0,2.0,,,2.0,2.0,35.0,16.0,,,1.0,0.0,5.0,1.0,1.0,,4.0,2.0,16.0,15.0,,4.0,1.0,16.0,,5.0,29.0,4.0,6.0,6.0,,1.0,9.0,3.0,,3.0,61.0,15.0,13.0,3.0,1.0,338.0,0.0,1.0,1.0,174.0,2.0,,14.0,29.0,,1.0,2.0,27.0,27.0,,7.0,9.0,3.0,56.0,31.0,158.0,1.0,5.0,2.0,93.0,8.0,4.0,4.0,1.0,1.0,35.0,,89.0,2.0,9.0,,181.0,,4.0,2.0,2.0,7.0,1.0,,226.0,4.0,3.0,3.0,4.0,0.0,1.0,3.0,,4.0,1.0,2023,0.16666666666666666
489,337950.0,M,28.0,Central Midfielder,False,13 August 1996,Serbia,Sabac,26,Sasa Lukic,16044.0,85.0,3.0,1.0,1.0,107.0,,5.0,191.0,,,5.0,4.0,12.0,8.0,38.0,29.0,5.0,,,2.0,5.0,2.0,40.0,28.0,,,4.0,2.0,4.0,,2.0,,1.0,1.0,24.0,26.0,,3.0,1.0,24.0,1.0,13.0,57.0,4.0,10.0,10.0,,1.0,11.0,5.0,1.0,5.0,61.0,20.0,15.0,6.0,,409.0,,,,209.0,2.0,,17.0,39.0,,3.0,3.0,31.0,31.0,4.0,5.0,19.0,4.0,58.0,45.0,184.0,4.0,2.0,,99.0,6.0,3.0,5.0,2.0,2.0,50.0,1.0,119.0,1.0,9.0,,216.0,,5.0,3.0,8.0,8.0,,,269.0,3.0,3.0,3.0,10.0,0.0,5.0,4.0,,3.0,1.0,2022,0.4166666666666667
