season_id,playerId,info_position,info_shirtNum,info_positionInfo,info_loan,birth_date_label,birth_country_country,birth_place,age,name_display,id,_accurate_back_zone_pass,_accurate_chipped_pass,_accurate_cross,_accurate_cross_nocorner,_accurate_fwd_zone_pass,_accurate_launches,_accurate_long_balls,_accurate_pass,_accurate_through_ball,_accurate_throws,_aerial_lost,_aerial_won,_appearances,_attempted_tackle_foul,_attempts_conceded_ibox,_attempts_conceded_obox,_attempts_obox,_att_assist_openplay,_att_lf_total,_att_obox_blocked,_att_obx_centre,_att_openplay,_backward_pass,_ball_recovery,_big_chance_created,_blocked_cross,_blocked_pass,_blocked_scoring_att,_challenge_lost,_clean_sheet,_crosses_18yard,_crosses_18yardplus,_dispossessed,_draws,_duel_lost,_duel_won,_effective_blocked_cross,_effective_clearance,_effective_head_clearance,_final_third_entries,_fouled_final_third,_fouls,_fwd_pass,_game_started,_goals_conceded,_goals_conceded_ibox,_goals_conceded_obox,_head_clearance,_head_pass,_interception,_interceptions_in_box,_interception_won,_leftside_pass,_long_pass_own_to_opp,_long_pass_own_to_opp_success,_losses,_lost_corners,_mins_played,_offside_provoked,_offtarget_att_assist,_ontarget_att_assist,_open_play_pass,_outfielder_block,_overrun,_passes_left,_passes_right,_penalty_conceded,_pen_area_entries,_pen_goals_conceded,_poss_lost_all,_poss_lost_ctrl,_poss_won_att_3rd,_poss_won_def_3rd,_poss_won_mid_3rd,_put_through,_rightside_pass,_successful_final_third_passes,_successful_open_play_pass,_successful_put_through,_times_tackled,_total_att_assist,_total_back_zone_pass,_total_chipped_pass,_total_clearance,_total_contest,_total_cross,_total_cross_nocorner,_total_final_third_passes,_total_flick_on,_total_fwd_zone_pass,_total_launches,_total_long_balls,_total_offside,_total_pass,_total_pull_back,_total_scoring_att,_total_sub_off,_total_sub_on,_total_tackle,_total_through_ball,_total_throws,_touches,_touches_in_opp_box,_turnover,_unsuccessful_touch,_was_fouled,_winning_goal,_wins,_won_contest,_won_corners,_won_tackle,_yellow_card,season,per_wins
27,316561.0,M,18.0,Attacking Midfielder,False,1 January 1996,Belgium,Duffel,18,Andreas Pereira,10476.0,3.0,,,,,,,3.0,,,,,1.0,1.0,2.0,,,,,,,,,2.0,,,,,1.0,,,,1.0,0.0,4.0,2.0,,,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,5.0,,,0.0,,13.0,,,,6.0,,,,1.0,,,,5.0,5.0,,1.0,1.0,,,,3.0,,,,4.0,,,2.0,,,2.0,,2.0,1.0,1.0,,6.0,,,,1.0,1.0,,,13.0,,,,,,1.0,1.0,,1.0,,2014,1.0
578,345876.0,M,12.0,Centre Defensive Midfielder,True,3 May 2004,Brazil,Rio de Janeiro,19,Andrey Santos,133245.0,3.0,,,,3.0,,,6.0,,,,,1.0,,0.0,1.0,2.0,,,1.0,2.0,,,,,,1.0,1.0,,,,,,0.0,1.0,,,,,1.0,,,1.0,,0.0,0.0,,,1.0,,,,1.0,1.0,1.0,1.0,,7.0,,,,6.0,,,,1.0,,,,1.0,1.0,,,,1.0,4.0,2.0,6.0,1.0,1.0,,3.0,,,1.0,,,2.0,,3.0,,,,6.0,,2.0,,1.0,,,,10.0,,,,,0.0,0.0,,,,,2023,0.0
274,346807.0,M,28.0,Centre Attacking Midfielder,True,23 November 2001,England,,18,Tino Anjorin,24708.0,2.0,,,,5.0,,,7.0,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,4.0,1.0,,,1.0,,,,,,1.0,0.0,2.0,2.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,,0.0,,19.0,,,,7.0,,,1.0,,,,,3.0,3.0,1.0,,,1.0,1.0,3.0,7.0,1.0,,,2.0,,,2.0,,,3.0,,5.0,,,,7.0,,1.0,,1.0,,,,15.0,4.0,1.0,1.0,1.0,,1.0,1.0,,,,2019,1.0
578,347503.0,F,12.0,Forward,True,1 December 1999,England,,24,Jaidon Anthony,50460.0,10.0,,,,20.0,,1.0,30.0,,,3.0,1.0,3.0,2.0,29.0,15.0,2.0,,,,2.0,2.0,10.0,11.0,,1.0,3.0,,6.0,,2.0,,2.0,1.0,18.0,8.0,1.0,2.0,0.0,6.0,1.0,4.0,17.0,2.0,5.0,4.0,1.0,0.0,1.0,1.0,,1.0,3.0,6.0,3.0,2.0,1.0,153.0,,,,40.0,,,13.0,2.0,,5.0,,25.0,25.0,1.0,6.0,4.0,6.0,13.0,13.0,27.0,3.0,5.0,,14.0,5.0,2.0,5.0,2.0,2.0,19.0,,31.0,1.0,5.0,2.0,43.0,,2.0,2.0,1.0,3.0,,,75.0,4.0,5.0,5.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2023,0.0
489,347503.0,F,12.0,Forward,True,1 December 1999,England,,23,Jaidon Anthony,50460.0,138.0,18.0,9.0,8.0,231.0,3.0,16.0,360.0,,18.0,12.0,10.0,30.0,4.0,156.0,87.0,12.0,9.0,7.0,4.0,12.0,16.0,120.0,80.0,,4.0,29.0,4.0,16.0,,13.0,17.0,26.0,4.0,94.0,66.0,4.0,15.0,11.0,40.0,2.0,9.0,151.0,11.0,29.0,26.0,3.0,11.0,22.0,10.0,,10.0,70.0,24.0,12.0,17.0,5.0,1247.0,1.0,7.0,5.0,450.0,3.0,3.0,148.0,34.0,,55.0,2.0,224.0,224.0,13.0,32.0,35.0,45.0,119.0,143.0,350.0,27.0,57.0,12.0,179.0,37.0,15.0,45.0,44.0,33.0,181.0,3.0,325.0,14.0,34.0,5.0,460.0,2.0,22.0,7.0,19.0,30.0,2.0,21.0,772.0,39.0,25.0,25.0,12.0,1.0,8.0,14.0,6.0,17.0,2.0,2022,0.26666666666666666
578,327643.0,F,,Centre Striker,False,28 March 1990,England,London,33,Michail Antonio,9595.0,24.0,4.0,0.0,0.0,55.0,,4.0,79.0,1.0,1.0,26.0,10.0,10.0,4.0,87.0,53.0,1.0,3.0,3.0,,1.0,8.0,34.0,22.0,1.0,,5.0,1.0,1.0,,7.0,1.0,14.0,2.0,57.0,47.0,,1.0,,11.0,2.0,12.0,31.0,10.0,11.0,10.0,1.0,,18.0,1.0,,1.0,32.0,10.0,3.0,4.0,1.0,747.0,,1.0,3.0,117.0,3.0,1.0,31.0,16.0,,11.0,2.0,99.0,99.0,4.0,11.0,7.0,18.0,21.0,36.0,78.0,5.0,19.0,4.0,29.0,8.0,1.0,22.0,8.0,8.0,56.0,9.0,97.0,,6.0,5.0,118.0,1.0,8.0,10.0,,7.0,2.0,1.0,246.0,27.0,30.0,30.0,13.0,1.0,4.0,17.0,4.0,3.0,2.0,2023,0.4
489,327643.0,F,,Centre Striker,False,28 March 1990,England,London,32,Michail Antonio,9595.0,41.0,7.0,5.0,5.0,139.0,1.0,5.0,175.0,1.0,6.0,88.0,50.0,33.0,8.0,175.0,102.0,5.0,12.0,10.0,2.0,5.0,30.0,67.0,43.0,2.0,,11.0,11.0,9.0,,30.0,5.0,45.0,6.0,194.0,134.0,,9.0,8.0,43.0,4.0,28.0,91.0,21.0,29.0,26.0,3.0,8.0,65.0,5.0,,5.0,66.0,19.0,8.0,17.0,3.0,1835.0,0.0,4.0,11.0,300.0,5.0,4.0,62.0,62.0,1.0,39.0,3.0,316.0,316.0,8.0,11.0,24.0,26.0,80.0,80.0,171.0,8.0,74.0,15.0,53.0,15.0,9.0,55.0,35.0,35.0,162.0,35.0,286.0,5.0,14.0,12.0,304.0,4.0,39.0,19.0,12.0,14.0,1.0,8.0,699.0,85.0,76.0,76.0,44.0,1.0,10.0,26.0,17.0,7.0,2.0,2022,0.30303030303030304
418,327643.0,F,,Centre Striker,False,28 March 1990,England,London,31,Michail Antonio,9595.0,82.0,25.0,13.0,13.0,346.0,,26.0,415.0,3.0,9.0,114.0,79.0,36.0,24.0,301.0,163.0,16.0,37.0,19.0,3.0,15.0,72.0,171.0,90.0,7.0,,57.0,24.0,11.0,4.0,57.0,6.0,72.0,8.0,285.0,204.0,,14.0,9.0,54.0,21.0,50.0,147.0,34.0,43.0,38.0,5.0,9.0,94.0,3.0,,3.0,142.0,30.0,13.0,12.0,1.0,2975.0,,16.0,29.0,611.0,1.0,7.0,131.0,115.0,,79.0,2.0,522.0,522.0,23.0,17.0,50.0,57.0,155.0,213.0,411.0,18.0,115.0,45.0,112.0,48.0,14.0,93.0,63.0,63.0,333.0,60.0,566.0,4.0,39.0,13.0,615.0,3.0,83.0,10.0,2.0,23.0,4.0,16.0,1268.0,172.0,136.0,136.0,52.0,2.0,16.0,50.0,33.0,17.0,6.0,2021,0.4444444444444444
363,327643.0,F,,Centre Striker,False,28 March 1990,England,London,30,Michail Antonio,9595.0,66.0,13.0,2.0,2.0,245.0,,13.0,309.0,,5.0,89.0,73.0,26.0,11.0,142.0,113.0,12.0,22.0,7.0,6.0,12.0,60.0,126.0,51.0,3.0,,37.0,14.0,6.0,2.0,27.0,4.0,49.0,6.0,211.0,161.0,,7.0,6.0,43.0,16.0,29.0,93.0,24.0,25.0,19.0,6.0,6.0,83.0,7.0,,7.0,115.0,14.0,3.0,6.0,,1983.0,,7.0,20.0,450.0,3.0,8.0,109.0,77.0,,47.0,1.0,357.0,357.0,21.0,5.0,25.0,37.0,119.0,157.0,306.0,17.0,93.0,27.0,81.0,21.0,7.0,87.0,31.0,31.0,244.0,48.0,403.0,1.0,18.0,15.0,453.0,1.0,63.0,12.0,2.0,7.0,,8.0,916.0,127.0,78.0,78.0,40.0,4.0,14.0,43.0,15.0,4.0,3.0,2020,0.5384615384615384
274,327643.0,F,,Centre Striker,False,28 March 1990,England,London,29,Michail Antonio,9595.0,66.0,5.0,10.0,10.0,249.0,,9.0,305.0,3.0,14.0,109.0,91.0,24.0,13.0,183.0,87.0,12.0,21.0,11.0,3.0,12.0,52.0,132.0,62.0,7.0,,38.0,14.0,10.0,1.0,37.0,11.0,45.0,5.0,233.0,201.0,,5.0,5.0,40.0,15.0,41.0,126.0,19.0,30.0,27.0,3.0,5.0,94.0,9.0,,9.0,72.0,20.0,11.0,12.0,3.0,1770.0,,8.0,17.0,432.0,2.0,11.0,101.0,87.0,,67.0,2.0,362.0,362.0,16.0,12.0,34.0,38.0,116.0,162.0,292.0,15.0,,26.0,81.0,18.0,5.0,103.0,48.0,48.0,262.0,63.0,413.0,3.0,20.0,11.0,446.0,1.0,68.0,7.0,5.0,13.0,5.0,25.0,960.0,127.0,73.0,73.0,35.0,,7.0,65.0,22.0,9.0,3.0,2019,0.2916666666666667
210,327643.0,F,,Centre Striker,False,28 March 1990,England,London,28,Michail Antonio,9595.0,130.0,21.0,6.0,6.0,331.0,2.0,26.0,455.0,4.0,35.0,105.0,80.0,33.0,5.0,209.0,114.0,25.0,19.0,15.0,3.0,24.0,52.0,142.0,114.0,6.0,5.0,72.0,11.0,6.0,2.0,35.0,15.0,68.0,7.0,251.0,204.0,5.0,21.0,7.0,98.0,16.0,34.0,225.0,22.0,30.0,28.0,2.0,7.0,105.0,18.0,1.0,18.0,176.0,49.0,16.0,14.0,8.0,2099.0,3.0,8.0,15.0,663.0,3.0,22.0,71.0,209.0,,74.0,3.0,496.0,496.0,10.0,45.0,59.0,72.0,125.0,184.0,450.0,35.0,3.0,23.0,167.0,45.0,21.0,104.0,50.0,50.0,300.0,55.0,551.0,20.0,60.0,10.0,668.0,3.0,65.0,7.0,11.0,23.0,5.0,53.0,1335.0,101.0,83.0,83.0,44.0,0.0,12.0,58.0,22.0,14.0,3.0,2018,0.36363636363636365
79,327643.0,F,,Centre Striker,False,28 March 1990,England,London,27,Michail Antonio,9595.0,62.0,17.0,12.0,12.0,211.0,3.0,22.0,261.0,2.0,23.0,55.0,43.0,21.0,5.0,110.0,105.0,21.0,12.0,8.0,9.0,21.0,29.0,105.0,71.0,1.0,2.0,39.0,11.0,10.0,4.0,34.0,21.0,42.0,4.0,158.0,139.0,2.0,14.0,7.0,58.0,11.0,17.0,110.0,16.0,23.0,19.0,4.0,7.0,63.0,13.0,,13.0,87.0,48.0,18.0,11.0,4.0,1358.0,1.0,8.0,6.0,382.0,,21.0,66.0,91.0,,67.0,3.0,353.0,353.0,9.0,28.0,34.0,39.0,83.0,91.0,258.0,14.0,,14.0,83.0,31.0,14.0,88.0,55.0,55.0,166.0,41.0,357.0,16.0,46.0,7.0,385.0,3.0,34.0,8.0,5.0,15.0,3.0,46.0,850.0,44.0,55.0,55.0,30.0,,6.0,51.0,14.0,9.0,1.0,2017,0.2857142857142857
54,327643.0,F,,Centre Striker,False,28 March 1990,England,London,26,Michail Antonio,9595.0,156.0,13.0,24.0,24.0,332.0,1.0,29.0,464.0,3.0,82.0,104.0,57.0,29.0,10.0,241.0,115.0,24.0,28.0,16.0,6.0,23.0,62.0,184.0,101.0,3.0,8.0,41.0,21.0,20.0,4.0,65.0,29.0,56.0,6.0,259.0,211.0,8.0,37.0,16.0,73.0,21.0,31.0,177.0,29.0,43.0,41.0,2.0,17.0,73.0,27.0,3.0,27.0,167.0,59.0,19.0,13.0,4.0,2439.0,6.0,12.0,19.0,625.0,2.0,14.0,84.0,177.0,1.0,92.0,5.0,457.0,457.0,13.0,49.0,39.0,41.0,109.0,172.0,453.0,23.0,107.0,31.0,189.0,31.0,38.0,125.0,94.0,94.0,269.0,37.0,542.0,27.0,73.0,20.0,637.0,1.0,77.0,6.0,,32.0,3.0,106.0,1397.0,122.0,69.0,69.0,49.0,1.0,10.0,74.0,37.0,27.0,4.0,2016,0.3448275862068966
42,327643.0,F,,Centre Striker,False,28 March 1990,England,London,25,Michail Antonio,9595.0,151.0,17.0,16.0,16.0,229.0,13.0,31.0,364.0,1.0,78.0,34.0,39.0,26.0,10.0,168.0,127.0,,18.0,16.0,7.0,20.0,38.0,106.0,129.0,4.0,14.0,43.0,11.0,17.0,3.0,50.0,18.0,33.0,11.0,151.0,157.0,14.0,34.0,22.0,85.0,16.0,27.0,195.0,23.0,29.0,24.0,5.0,24.0,71.0,57.0,6.0,57.0,167.0,80.0,38.0,4.0,12.0,2062.0,1.0,11.0,13.0,520.0,4.0,14.0,38.0,151.0,1.0,88.0,4.0,425.0,414.0,13.0,65.0,51.0,43.0,55.0,126.0,362.0,25.0,,24.0,186.0,34.0,45.0,89.0,68.0,68.0,208.0,31.0,405.0,45.0,72.0,11.0,523.0,3.0,54.0,8.0,3.0,37.0,1.0,125.0,1220.0,,66.0,66.0,34.0,,11.0,47.0,23.0,26.0,3.0,2015,0.4230769230769231
578,325419.0,F,21.0,Left/Right Winger,False,24 February 2000,Brazil,,23,Antony,75381.0,30.0,4.0,1.0,1.0,98.0,1.0,5.0,127.0,,3.0,5.0,,7.0,3.0,40.0,21.0,9.0,8.0,15.0,4.0,9.0,14.0,47.0,37.0,2.0,,7.0,6.0,5.0,,5.0,4.0,4.0,0.0,26.0,27.0,,,,14.0,3.0,5.0,37.0,5.0,5.0,5.0,,,6.0,5.0,,5.0,63.0,6.0,3.0,3.0,,407.0,,1.0,7.0,160.0,0.0,,4.0,44.0,,15.0,1.0,66.0,66.0,7.0,15.0,15.0,16.0,16.0,69.0,124.0,7.0,11.0,8.0,42.0,5.0,,13.0,9.0,9.0,89.0,2.0,130.0,2.0,6.0,,163.0,1.0,16.0,5.0,2.0,7.0,,3.0,262.0,19.0,11.0,11.0,14.0,0.0,4.0,6.0,7.0,2.0,2.0,2023,0.5714285714285714
489,325419.0,F,21.0,Left/Right Winger,False,24 February 2000,Brazil,,22,Antony,75381.0,163.0,17.0,3.0,3.0,476.0,2.0,17.0,636.0,1.0,12.0,19.0,5.0,25.0,10.0,171.0,65.0,37.0,26.0,64.0,12.0,37.0,57.0,273.0,99.0,2.0,4.0,22.0,21.0,20.0,3.0,13.0,19.0,12.0,5.0,103.0,83.0,4.0,2.0,1.0,46.0,6.0,15.0,153.0,23.0,21.0,18.0,3.0,1.0,27.0,11.0,,11.0,291.0,24.0,18.0,6.0,4.0,1816.0,,10.0,18.0,772.0,,4.0,26.0,285.0,,69.0,1.0,258.0,258.0,16.0,39.0,44.0,47.0,57.0,330.0,634.0,18.0,49.0,28.0,201.0,30.0,2.0,68.0,32.0,32.0,412.0,13.0,605.0,5.0,27.0,2.0,774.0,1.0,72.0,17.0,2.0,22.0,3.0,13.0,1130.0,85.0,37.0,37.0,25.0,1.0,14.0,31.0,19.0,9.0,5.0,2022,0.56
578,346147.0,F,10.0,Centre Striker,False,9 December 2001,England,,22,Cameron Archer,25281.0,28.0,1.0,,,61.0,,1.0,89.0,,,9.0,4.0,8.0,,77.0,39.0,3.0,6.0,,,3.0,8.0,51.0,18.0,2.0,2.0,6.0,2.0,2.0,,,,18.0,1.0,42.0,22.0,2.0,,,4.0,5.0,5.0,11.0,6.0,20.0,18.0,2.0,,5.0,1.0,,1.0,14.0,5.0,4.0,6.0,2.0,539.0,,1.0,5.0,94.0,1.0,3.0,12.0,13.0,,2.0,1.0,67.0,67.0,4.0,5.0,9.0,9.0,26.0,32.0,81.0,6.0,28.0,7.0,33.0,1.0,,16.0,,,36.0,1.0,69.0,1.0,2.0,4.0,102.0,,8.0,3.0,2.0,3.0,1.0,,202.0,21.0,23.0,23.0,9.0,0.0,1.0,6.0,2.0,1.0,2.0,2023,0.125
489,346147.0,F,10.0,Centre Striker,False,9 December 2001,England,,21,Cameron Archer,25281.0,1.0,,,,7.0,,,8.0,,,,,6.0,1.0,4.0,2.0,,,,,,,3.0,2.0,,,1.0,,,,1.0,,3.0,1.0,5.0,2.0,,,,3.0,,2.0,1.0,,1.0,1.0,,,1.0,,,,4.0,,,3.0,,44.0,,,,10.0,,,1.0,1.0,,,,9.0,9.0,,,2.0,1.0,3.0,6.0,7.0,,3.0,,2.0,1.0,,1.0,1.0,1.0,8.0,,10.0,,,1.0,11.0,,,,6.0,,,,20.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,,,,2022,0.3333333333333333
418,346147.0,F,10.0,Centre Striker,False,9 December 2001,England,,20,Cameron Archer,25281.0,,,,,4.0,,,4.0,,,1.0,1.0,3.0,2.0,2.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,2.0,0.0,7.0,1.0,,,,,,3.0,1.0,,,,,,,,,,,1.0,1.0,2.0,,24.0,,,,4.0,,,,,,,,4.0,4.0,,,1.0,,3.0,3.0,4.0,,3.0,,,,,1.0,,,3.0,,4.0,,,,4.0,,1.0,,3.0,,,,13.0,1.0,1.0,1.0,,0.0,1.0,,1.0,,,2021,0.3333333333333333
578,314431.0,G,23.0,Goalkeeper,False,27 February 1993,France,Paris,30,Alphonse Areola,5748.0,109.0,35.0,,,36.0,5.0,55.0,145.0,,,,1.0,10.0,,108.0,66.0,,,,,,,0.0,74.0,,,,,2.0,1.0,,,,2.0,2.0,1.0,,9.0,,30.0,,,147.0,10.0,17.0,15.0,2.0,,,,,,52.0,113.0,37.0,4.0,18.0,900.0,,,,115.0,,,12.0,35.0,,3.0,2.0,99.0,99.0,,6.0,0.0,,38.0,8.0,79.0,,0.0,,127.0,93.0,9.0,,,,30.0,,110.0,21.0,145.0,,237.0,,,,,,,,352.0,,,,,0.0,4.0,,,,,2023,0.4
489,314431.0,G,23.0,Goalkeeper,False,27 February 1993,France,Paris,29,Alphonse Areola,5748.0,44.0,11.0,,,9.0,2.0,17.0,53.0,,,,,5.0,1.0,35.0,17.0,,,,,,,,17.0,,,,,,,,,,1.0,1.0,,,1.0,,4.0,,1.0,47.0,2.0,7.0,6.0,1.0,,,,,,16.0,23.0,9.0,3.0,1.0,307.0,,,,43.0,,,3.0,8.0,1.0,,2.0,25.0,25.0,,1.0,,,14.0,,27.0,,0.0,,54.0,23.0,1.0,,,,4.0,,23.0,10.0,41.0,,77.0,,,,3.0,,,,106.0,,,,,0.0,1.0,,,,,2022,0.2
418,314431.0,G,23.0,Goalkeeper,False,27 February 1993,France,Paris,28,Alphonse Areola,5748.0,10.0,4.0,,,8.0,2.0,10.0,18.0,,,,,1.0,,13.0,5.0,,,,,,,,4.0,,,,,,,,,,0.0,,,,1.0,,2.0,,,28.0,1.0,1.0,1.0,,,,,,,5.0,25.0,8.0,1.0,1.0,90.0,,,,19.0,,,6.0,3.0,,,,19.0,19.0,,,,,4.0,1.0,10.0,,0.0,,12.0,8.0,1.0,,,,2.0,,25.0,10.0,29.0,,37.0,,,,,,,,44.0,,,,,0.0,0.0,,,,,2021,0.0
363,314431.0,G,23.0,Goalkeeper,False,27 February 1993,France,Paris,27,Alphonse Areola,5748.0,478.0,50.0,,,98.0,42.0,157.0,576.0,,,1.0,14.0,36.0,,269.0,137.0,,,,,,,0.0,266.0,,,0.0,,4.0,9.0,,,,13.0,5.0,19.0,,39.0,,83.0,,,472.0,36.0,48.0,45.0,3.0,,,1.0,1.0,1.0,197.0,300.0,100.0,18.0,29.0,3240.0,,,,451.0,,,59.0,50.0,,3.0,6.0,269.0,269.0,,36.0,,0.0,169.0,28.0,353.0,0.0,0.0,,541.0,89.0,39.0,0.0,,,83.0,,297.0,160.0,416.0,,838.0,,,,,1.0,,,1209.0,,1.0,1.0,5.0,0.0,5.0,0.0,0.0,,2.0,2020,0.1388888888888889
210,348195.0,M,,Midfielder,False,28 December 1989,Ireland,,29,Harry Arter,8050.0,241.0,32.0,6.0,6.0,296.0,9.0,42.0,531.0,,2.0,14.0,6.0,25.0,16.0,192.0,112.0,16.0,7.0,17.0,7.0,16.0,14.0,141.0,128.0,1.0,1.0,40.0,8.0,30.0,3.0,8.0,9.0,3.0,4.0,75.0,85.0,1.0,20.0,7.0,106.0,2.0,25.0,235.0,23.0,39.0,30.0,9.0,7.0,57.0,21.0,2.0,21.0,150.0,68.0,39.0,15.0,4.0,2006.0,,3.0,6.0,595.0,5.0,2.0,125.0,56.0,,49.0,2.0,170.0,170.0,13.0,47.0,67.0,40.0,132.0,158.0,469.0,28.0,0.0,10.0,265.0,61.0,20.0,7.0,17.0,17.0,231.0,8.0,410.0,21.0,74.0,2.0,658.0,,23.0,12.0,1.0,62.0,3.0,2.0,920.0,15.0,20.0,20.0,14.0,0.0,6.0,3.0,4.0,37.0,10.0,2018,0.24
79,348195.0,M,,Midfielder,False,28 December 1989,Ireland,,28,Harry Arter,8050.0,235.0,26.0,,,277.0,1.0,37.0,512.0,,1.0,2.0,6.0,13.0,3.0,101.0,56.0,10.0,3.0,9.0,6.0,10.0,7.0,73.0,66.0,,1.0,19.0,6.0,17.0,1.0,2.0,2.0,8.0,2.0,39.0,44.0,1.0,5.0,0.0,107.0,,9.0,170.0,11.0,13.0,11.0,2.0,0.0,18.0,9.0,0.0,9.0,164.0,85.0,56.0,6.0,5.0,961.0,,2.0,1.0,559.0,5.0,0.0,89.0,74.0,,21.0,,99.0,99.0,8.0,25.0,33.0,19.0,179.0,124.0,488.0,13.0,,3.0,247.0,51.0,5.0,8.0,5.0,4.0,164.0,,344.0,9.0,61.0,,586.0,,11.0,4.0,2.0,19.0,1.0,1.0,708.0,1.0,8.0,8.0,15.0,,5.0,4.0,2.0,16.0,4.0,2017,0.38461538461538464
54,348195.0,M,,Midfielder,False,28 December 1989,Ireland,,27,Harry Arter,8050.0,742.0,119.0,4.0,3.0,1029.0,5.0,167.0,1767.0,2.0,5.0,8.0,5.0,35.0,24.0,293.0,197.0,46.0,25.0,39.0,12.0,45.0,36.0,254.0,195.0,2.0,9.0,67.0,14.0,72.0,8.0,6.0,4.0,21.0,8.0,143.0,158.0,9.0,31.0,7.0,362.0,8.0,34.0,561.0,33.0,61.0,52.0,9.0,7.0,37.0,48.0,2.0,48.0,555.0,235.0,175.0,16.0,9.0,2959.0,4.0,6.0,25.0,1911.0,13.0,,377.0,247.0,,75.0,2.0,325.0,325.0,18.0,68.0,109.0,67.0,634.0,540.0,1678.0,43.0,33.0,31.0,801.0,179.0,31.0,37.0,21.0,12.0,670.0,5.0,1224.0,17.0,229.0,,2004.0,,54.0,4.0,2.0,83.0,7.0,6.0,2479.0,19.0,32.0,32.0,45.0,0.0,11.0,25.0,8.0,62.0,11.0,2016,0.3142857142857143
42,348195.0,M,,Midfielder,False,28 December 1989,Ireland,,26,Harry Arter,8050.0,324.0,59.0,4.0,3.0,569.0,4.0,80.0,889.0,3.0,3.0,5.0,8.0,21.0,17.0,125.0,79.0,,25.0,28.0,9.0,31.0,29.0,144.0,118.0,1.0,,41.0,11.0,34.0,2.0,1.0,5.0,32.0,7.0,109.0,103.0,,6.0,2.0,198.0,2.0,23.0,338.0,21.0,25.0,22.0,3.0,3.0,32.0,25.0,1.0,25.0,251.0,133.0,93.0,8.0,5.0,1670.0,,6.0,20.0,1014.0,1.0,5.0,224.0,123.0,,45.0,1.0,230.0,227.0,11.0,32.0,75.0,41.0,301.0,326.0,870.0,26.0,,26.0,346.0,91.0,9.0,39.0,7.0,6.0,419.0,6.0,695.0,18.0,122.0,,1034.0,,36.0,13.0,,57.0,5.0,3.0,1330.0,,20.0,20.0,16.0,,6.0,22.0,7.0,47.0,7.0,2015,0.2857142857142857
418,343602.0,D,30.0,Right Full Back,True,14 November 2001,Scotland,,20,Harrison Ashby,31883.0,3.0,,,,3.0,,1.0,6.0,,1.0,,,1.0,,,2.0,,,,,,,3.0,,,,1.0,,,,,,,0.0,,,,1.0,,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,,,1.0,,6.0,,,,6.0,,,,1.0,,,,,,,,,1.0,,3.0,6.0,1.0,0.0,,3.0,,1.0,,,,3.0,,3.0,,1.0,,6.0,,,,1.0,,,1.0,10.0,,,,,0.0,0.0,,,,,2021,0.0
489,345706.0,F,10.0,Striker,False,18 June 1989,France,Laval,33,Pierre-Emerick Aubameyang,5110.0,31.0,2.0,1.0,1.0,51.0,,2.0,81.0,,,11.0,3.0,15.0,4.0,56.0,27.0,2.0,4.0,2.0,,2.0,15.0,36.0,11.0,,,2.0,3.0,1.0,,3.0,,4.0,4.0,23.0,8.0,,4.0,1.0,4.0,,5.0,19.0,5.0,8.0,8.0,,1.0,4.0,2.0,1.0,2.0,17.0,4.0,3.0,7.0,,550.0,,1.0,3.0,98.0,,,19.0,10.0,,4.0,,46.0,46.0,2.0,4.0,5.0,7.0,36.0,26.0,71.0,2.0,6.0,4.0,37.0,5.0,4.0,5.0,3.0,3.0,44.0,3.0,74.0,,2.0,,108.0,1.0,16.0,6.0,10.0,1.0,,,170.0,24.0,11.0,11.0,1.0,0.0,4.0,3.0,3.0,,1.0,2022,0.26666666666666666
418,345706.0,F,10.0,Striker,False,18 June 1989,France,Laval,32,Pierre-Emerick Aubameyang,5110.0,39.0,5.0,,,97.0,,3.0,136.0,2.0,1.0,28.0,25.0,14.0,9.0,90.0,61.0,8.0,8.0,9.0,4.0,8.0,27.0,52.0,22.0,0.0,,20.0,10.0,7.0,4.0,11.0,,4.0,2.0,58.0,46.0,,4.0,2.0,21.0,2.0,15.0,54.0,12.0,16.0,13.0,3.0,2.0,30.0,,,,33.0,21.0,12.0,5.0,1.0,1039.0,,1.0,8.0,193.0,1.0,4.0,41.0,20.0,,20.0,1.0,100.0,100.0,7.0,6.0,9.0,20.0,55.0,56.0,135.0,11.0,9.0,9.0,49.0,12.0,4.0,7.0,11.0,11.0,94.0,16.0,156.0,2.0,7.0,10.0,194.0,,35.0,5.0,2.0,11.0,2.0,1.0,334.0,51.0,16.0,16.0,8.0,3.0,7.0,2.0,8.0,5.0,3.0,2021,0.5
