home_name,away_name,result,home_team_result,away_team_result,home_avg_odds,draw_avg_odds,away_avg_odds,season,date_start_timestamp
Arsenal,Everton,2:1,2,1,1.22,7.41,12.54,2023-2024,1716130800
Brentford,Newcastle,2:4,2,4,2.99,4.02,2.2,2023-2024,1716130800
Brighton,Manchester Utd,0:2,0,2,2.63,4.04,2.45,2023-2024,1716130800
Burnley,Nottingham,1:2,1,2,2.92,3.83,2.33,2023-2024,1716130800
Chelsea,Bournemouth,2:1,2,1,1.41,5.56,6.94,2023-2024,1716130800
Crystal Palace,Aston Villa,5:0,5,0,1.66,4.56,4.76,2023-2024,1716130800
Liverpool,Wolves,2:0,2,0,1.14,10.21,16.88,2023-2024,1716130800
Luton,Fulham,2:4,2,4,3.08,3.97,2.19,2023-2024,1716130800
Manchester City,West Ham,3:1,3,1,1.08,15.01,27.04,2023-2024,1716130800
Sheffield Utd,Tottenham,0:3,0,3,7.64,6.03,1.36,2023-2024,1716130800
Manchester Utd,Newcastle,3:2,3,2,2.74,4.0,2.4,2023-2024,1715799600
Brighton,Chelsea,1:2,1,2,3.29,4.12,2.07,2023-2024,1715798700
Tottenham,Manchester City,0:2,0,2,6.74,6.23,1.38,2023-2024,1715713200
Aston Villa,Liverpool,3:3,3,3,3.86,4.64,1.8,2023-2024,1715626800
Manchester Utd,Arsenal,0:1,0,1,9.16,6.21,1.31,2023-2024,1715527800
Nottingham,Chelsea,2:3,2,3,4.11,4.02,1.85,2023-2024,1715445000
Bournemouth,Brentford,1:2,1,2,2.12,3.91,3.28,2023-2024,1715436000
Everton,Sheffield Utd,1:0,1,0,1.44,5.1,7.13,2023-2024,1715436000
Newcastle,Brighton,1:1,1,1,1.6,4.81,4.95,2023-2024,1715436000
Tottenham,Burnley,2:1,2,1,1.33,6.33,8.01,2023-2024,1715436000
West Ham,Luton,3:1,3,1,1.85,4.27,3.84,2023-2024,1715436000
Wolves,Crystal Palace,1:3,1,3,3.23,3.57,2.25,2023-2024,1715436000
Fulham,Manchester City,0:4,0,4,11.29,7.32,1.24,2023-2024,1715427000
Crystal Palace,Manchester Utd,4:0,4,0,2.06,3.98,3.4,2023-2024,1715022000
Liverpool,Tottenham,4:2,4,2,1.44,5.74,6.06,2023-2024,1714923000
Brighton,Aston Villa,1:0,1,0,2.51,3.83,2.68,2023-2024,1714914000
Chelsea,West Ham,5:0,5,0,1.52,5.08,5.63,2023-2024,1714914000
Manchester City,Wolves,5:1,5,1,1.1,12.89,23.68,2023-2024,1714840200
Brentford,Fulham,0:0,0,0,2.08,3.86,3.4,2023-2024,1714831200
Burnley,Newcastle,1:4,1,4,3.41,4.1,2.01,2023-2024,1714831200
Sheffield Utd,Nottingham,1:3,1,3,4.87,4.26,1.69,2023-2024,1714831200
Arsenal,Bournemouth,3:0,3,0,1.22,7.25,12.73,2023-2024,1714822200
Luton,Everton,1:1,1,1,2.77,3.66,2.5,2023-2024,1714762800
Chelsea,Tottenham,2:0,2,0,2.46,4.03,2.63,2023-2024,1714674600
Nottingham,Manchester City,0:2,0,2,10.72,6.12,1.29,2023-2024,1714318200
Bournemouth,Brighton,3:0,3,0,1.97,4.12,3.52,2023-2024,1714309200
Tottenham,Arsenal,2:3,2,3,4.43,4.26,1.75,2023-2024,1714309200
Aston Villa,Chelsea,2:2,2,2,2.08,4.03,3.31,2023-2024,1714244400
Everton,Brentford,1:0,1,0,2.85,3.48,2.49,2023-2024,1714235400
Fulham,Crystal Palace,1:1,1,1,2.11,3.52,3.62,2023-2024,1714226400
Manchester Utd,Burnley,1:1,1,1,1.51,5.16,5.68,2023-2024,1714226400
Newcastle,Sheffield Utd,5:1,5,1,1.23,7.6,11.55,2023-2024,1714226400
Wolves,Luton,2:1,2,1,1.9,3.9,3.97,2023-2024,1714226400
West Ham,Liverpool,2:2,2,2,5.28,4.91,1.56,2023-2024,1714217400
Brighton,Manchester City,0:4,0,4,8.05,5.78,1.36,2023-2024,1714071600
Crystal Palace,Newcastle,2:0,2,0,3.13,3.67,2.27,2023-2024,1713985200
Everton,Liverpool,2:0,2,0,7.45,5.2,1.41,2023-2024,1713985200
Manchester Utd,Sheffield Utd,4:2,4,2,1.32,6.21,8.52,2023-2024,1713985200
Wolves,Bournemouth,0:1,0,1,2.79,3.67,2.5,2023-2024,1713984300
Arsenal,Chelsea,5:0,5,0,1.41,5.24,7.66,2023-2024,1713898800
Arsenal,Everton,2:1,2,1,1.22,7.41,12.54,2023-2024,1716130800
Brentford,Newcastle,2:4,2,4,2.99,4.02,2.2,2023-2024,1716130800
Brighton,Manchester Utd,0:2,0,2,2.63,4.04,2.45,2023-2024,1716130800
Burnley,Nottingham,1:2,1,2,2.92,3.83,2.33,2023-2024,1716130800
Chelsea,Bournemouth,2:1,2,1,1.41,5.56,6.94,2023-2024,1716130800
Crystal Palace,Aston Villa,5:0,5,0,1.66,4.56,4.76,2023-2024,1716130800
Liverpool,Wolves,2:0,2,0,1.14,10.21,16.88,2023-2024,1716130800
Luton,Fulham,2:4,2,4,3.08,3.97,2.19,2023-2024,1716130800
Manchester City,West Ham,3:1,3,1,1.08,15.01,27.04,2023-2024,1716130800
Sheffield Utd,Tottenham,0:3,0,3,7.64,6.03,1.36,2023-2024,1716130800
Manchester Utd,Newcastle,3:2,3,2,2.74,4.0,2.4,2023-2024,1715799600
Brighton,Chelsea,1:2,1,2,3.29,4.12,2.07,2023-2024,1715798700
Tottenham,Manchester City,0:2,0,2,6.74,6.23,1.38,2023-2024,1715713200
Aston Villa,Liverpool,3:3,3,3,3.86,4.64,1.8,2023-2024,1715626800
Manchester Utd,Arsenal,0:1,0,1,9.16,6.21,1.31,2023-2024,1715527800
Nottingham,Chelsea,2:3,2,3,4.11,4.02,1.85,2023-2024,1715445000
Bournemouth,Brentford,1:2,1,2,2.12,3.91,3.28,2023-2024,1715436000
Everton,Sheffield Utd,1:0,1,0,1.44,5.1,7.13,2023-2024,1715436000
Newcastle,Brighton,1:1,1,1,1.6,4.81,4.95,2023-2024,1715436000
Tottenham,Burnley,2:1,2,1,1.33,6.33,8.01,2023-2024,1715436000
West Ham,Luton,3:1,3,1,1.85,4.27,3.84,2023-2024,1715436000
Wolves,Crystal Palace,1:3,1,3,3.23,3.57,2.25,2023-2024,1715436000
Fulham,Manchester City,0:4,0,4,11.29,7.32,1.24,2023-2024,1715427000
Crystal Palace,Manchester Utd,4:0,4,0,2.06,3.98,3.4,2023-2024,1715022000
Liverpool,Tottenham,4:2,4,2,1.44,5.74,6.06,2023-2024,1714923000
Brighton,Aston Villa,1:0,1,0,2.51,3.83,2.68,2023-2024,1714914000
Chelsea,West Ham,5:0,5,0,1.52,5.08,5.63,2023-2024,1714914000
Manchester City,Wolves,5:1,5,1,1.1,12.89,23.68,2023-2024,1714840200
Brentford,Fulham,0:0,0,0,2.08,3.86,3.4,2023-2024,1714831200
Burnley,Newcastle,1:4,1,4,3.41,4.1,2.01,2023-2024,1714831200
Sheffield Utd,Nottingham,1:3,1,3,4.87,4.26,1.69,2023-2024,1714831200
Arsenal,Bournemouth,3:0,3,0,1.22,7.25,12.73,2023-2024,1714822200
Luton,Everton,1:1,1,1,2.77,3.66,2.5,2023-2024,1714762800
Chelsea,Tottenham,2:0,2,0,2.46,4.03,2.63,2023-2024,1714674600
Nottingham,Manchester City,0:2,0,2,10.72,6.12,1.29,2023-2024,1714318200
Bournemouth,Brighton,3:0,3,0,1.97,4.12,3.52,2023-2024,1714309200
Tottenham,Arsenal,2:3,2,3,4.43,4.26,1.75,2023-2024,1714309200
Aston Villa,Chelsea,2:2,2,2,2.08,4.03,3.31,2023-2024,1714244400
Everton,Brentford,1:0,1,0,2.85,3.48,2.49,2023-2024,1714235400
Fulham,Crystal Palace,1:1,1,1,2.11,3.52,3.62,2023-2024,1714226400
Manchester Utd,Burnley,1:1,1,1,1.51,5.16,5.68,2023-2024,1714226400
Newcastle,Sheffield Utd,5:1,5,1,1.23,7.6,11.55,2023-2024,1714226400
Wolves,Luton,2:1,2,1,1.9,3.9,3.97,2023-2024,1714226400
West Ham,Liverpool,2:2,2,2,5.28,4.91,1.56,2023-2024,1714217400
Brighton,Manchester City,0:4,0,4,8.05,5.78,1.36,2023-2024,1714071600
Crystal Palace,Newcastle,2:0,2,0,3.13,3.67,2.27,2023-2024,1713985200
Everton,Liverpool,2:0,2,0,7.45,5.2,1.41,2023-2024,1713985200
Manchester Utd,Sheffield Utd,4:2,4,2,1.32,6.21,8.52,2023-2024,1713985200
Wolves,Bournemouth,0:1,0,1,2.79,3.67,2.5,2023-2024,1713984300
Arsenal,Chelsea,5:0,5,0,1.41,5.24,7.66,2023-2024,1713898800
Fulham,Liverpool,1:3,1,3,4.59,4.43,1.69,2023-2024,1713713400
Aston Villa,Bournemouth,3:1,3,1,1.86,4.1,3.97,2023-2024,1713708000
Crystal Palace,West Ham,5:2,5,2,2.24,3.52,3.28,2023-2024,1713708000
Everton,Nottingham,2:0,2,0,2.27,3.33,3.44,2023-2024,1713702600
Wolves,Arsenal,0:2,0,2,11.14,6.19,1.27,2023-2024,1713637800
Luton,Brentford,1:5,1,5,2.9,3.65,2.4,2023-2024,1713621600
Sheffield Utd,Burnley,1:4,1,4,2.67,3.55,2.66,2023-2024,1713621600
Chelsea,Everton,6:0,6,0,1.7,4.19,4.91,2023-2024,1713207600
Arsenal,Aston Villa,0:2,0,2,1.28,6.52,10.85,2023-2024,1713108600
Liverpool,Crystal Palace,0:1,0,1,1.2,7.9,13.54,2023-2024,1713099600
West Ham,Fulham,0:2,0,2,2.44,3.61,2.88,2023-2024,1713099600
Bournemouth,Manchester Utd,2:2,2,2,2.41,4.0,2.72,2023-2024,1713025800
Brentford,Sheffield Utd,2:0,2,0,1.5,4.89,6.13,2023-2024,1713016800
Burnley,Brighton,1:1,1,1,3.89,3.98,1.9,2023-2024,1713016800
Manchester City,Luton,5:1,5,1,1.09,13.09,23.77,2023-2024,1713016800
Nottingham,Wolves,2:2,2,2,2.07,3.52,3.76,2023-2024,1713016800
Newcastle,Tottenham,4:0,4,0,2.66,4.04,2.45,2023-2024,1713007800
Tottenham,Nottingham,3:1,3,1,1.44,5.33,6.46,2023-2024,1712509200
Sheffield Utd,Chelsea,2:2,2,2,6.56,5.27,1.44,2023-2024,1712507400
Manchester Utd,Liverpool,2:2,2,2,4.93,4.83,1.6,2023-2024,1712500200
Brighton,Arsenal,0:3,0,3,6.25,4.58,1.52,2023-2024,1712421000
Aston Villa,Brentford,3:3,3,3,1.66,4.17,5.26,2023-2024,1712412000
Everton,Burnley,1:0,1,0,1.77,3.91,4.75,2023-2024,1712412000
Fulham,Newcastle,0:1,0,1,2.46,3.67,2.82,2023-2024,1712412000
Luton,Bournemouth,2:1,2,1,3.8,3.97,1.93,2023-2024,1712412000
Wolves,West Ham,1:2,1,2,2.83,3.5,2.5,2023-2024,1712412000
Crystal Palace,Manchester City,2:4,2,4,9.01,5.29,1.37,2023-2024,1712403000
Chelsea,Manchester Utd,4:3,4,3,1.82,4.33,3.96,2023-2024,1712258100
Liverpool,Sheffield Utd,3:1,3,1,1.07,15.42,26.07,2023-2024,1712255400
Manchester City,Aston Villa,4:1,4,1,1.23,7.1,12.59,2023-2024,1712171700
Arsenal,Luton,2:0,2,0,1.14,9.9,18.84,2023-2024,1712169000
Brentford,Brighton,0:0,0,0,2.5,3.75,2.73,2023-2024,1712169000
West Ham,Tottenham,1:1,1,1,3.42,4.22,1.99,2023-2024,1712085300
Bournemouth,Crystal Palace,1:0,1,0,1.89,3.83,4.05,2023-2024,1712083500
Burnley,Wolves,1:1,1,1,2.36,3.55,3.06,2023-2024,1712083500
Newcastle,Everton,1:1,1,1,2.01,3.79,3.68,2023-2024,1712082600
Nottingham,Fulham,3:1,3,1,2.74,3.46,2.64,2023-2024,1712082600
Manchester City,Arsenal,0:0,0,0,2.07,3.66,3.64,2023-2024,1711899000
Liverpool,Brighton,2:1,2,1,1.31,6.4,9.04,2023-2024,1711890000
Brentford,Manchester Utd,1:1,1,1,3.34,4.0,2.08,2023-2024,1711828800
Aston Villa,Wolves,2:0,2,0,1.54,4.43,6.41,2023-2024,1711819800
Bournemouth,Everton,2:1,2,1,2.21,3.71,3.23,2023-2024,1711810800
Chelsea,Burnley,2:2,2,2,1.27,6.62,10.51,2023-2024,1711810800
Nottingham,Crystal Palace,1:1,1,1,2.27,3.38,3.37,2023-2024,1711810800
Sheffield Utd,Fulham,3:3,3,3,4.84,4.11,1.72,2023-2024,1711810800
Tottenham,Luton,2:1,2,1,1.21,8.05,11.39,2023-2024,1711810800
Newcastle,West Ham,4:3,4,3,1.86,4.19,3.93,2023-2024,1711801800
West Ham,Aston Villa,1:1,1,1,2.46,3.69,2.79,2023-2024,1710684000
Fulham,Tottenham,3:0,3,0,3.38,3.99,2.03,2023-2024,1710610200
Burnley,Brentford,2:1,2,1,3.14,3.68,2.26,2023-2024,1710601200
Luton,Nottingham,1:1,1,1,2.64,3.61,2.64,2023-2024,1710601200
Bournemouth,Luton,4:3,4,3,1.53,4.88,5.71,2023-2024,1710358200
Chelsea,Newcastle,3:2,3,2,1.86,4.2,3.9,2023-2024,1710187200
Liverpool,Manchester City,1:1,1,1,3.44,3.89,2.07,2023-2024,1710085500
Brighton,Nottingham,1:0,1,0,1.64,4.32,5.18,2023-2024,1710079200
West Ham,Burnley,2:2,2,2,1.65,4.14,5.38,2023-2024,1710079200
Aston Villa,Tottenham,0:4,0,4,2.48,3.89,2.66,2023-2024,1710075600
Arsenal,Brentford,2:1,2,1,1.22,7.26,13.62,2023-2024,1710005400
Bournemouth,Sheffield Utd,2:2,2,2,1.36,5.67,8.33,2023-2024,1709996400
Crystal Palace,Luton,1:1,1,1,1.89,3.79,4.19,2023-2024,1709996400
Wolves,Fulham,2:1,2,1,2.49,3.46,2.92,2023-2024,1709996400
Manchester Utd,Everton,2:0,2,0,1.91,3.8,4.08,2023-2024,1709987400
Sheffield Utd,Arsenal,0:6,0,6,16.5,7.82,1.18,2023-2024,1709582400
Manchester City,Manchester Utd,3:1,3,1,1.26,6.89,10.4,2023-2024,1709479800
Burnley,Bournemouth,0:2,0,2,3.72,3.75,2.01,2023-2024,1709470800
Luton,Aston Villa,2:3,2,3,4.54,4.46,1.7,2023-2024,1709400600
Brentford,Chelsea,2:2,2,2,3.27,3.74,2.18,2023-2024,1709391600
Everton,West Ham,1:3,1,3,2.15,3.58,3.47,2023-2024,1709391600
Fulham,Brighton,3:0,3,0,2.57,3.51,2.79,2023-2024,1709391600
Newcastle,Wolves,3:0,3,0,1.74,4.23,4.5,2023-2024,1709391600
Nottingham,Liverpool,0:1,0,1,5.23,4.46,1.62,2023-2024,1709391600
Tottenham,Crystal Palace,3:1,3,1,1.54,4.6,6.0,2023-2024,1709391600
West Ham,Brentford,4:2,4,2,2.35,3.54,3.07,2023-2024,1708977600
Wolves,Sheffield Utd,1:0,1,0,1.49,4.58,6.84,2023-2024,1708867800
Arsenal,Newcastle,4:1,4,1,1.36,5.69,8.22,2023-2024,1708804800
Bournemouth,Manchester City,0:1,0,1,6.63,4.92,1.47,2023-2024,1708795800
Aston Villa,Nottingham,4:2,4,2,1.58,4.55,5.45,2023-2024,1708786800
Brighton,Everton,1:1,1,1,1.88,3.92,4.0,2023-2024,1708786800
Crystal Palace,Burnley,3:0,3,0,2.0,3.48,4.04,2023-2024,1708786800
Manchester Utd,Fulham,1:2,1,2,1.65,4.3,5.09,2023-2024,1708786800
Liverpool,Luton,4:1,4,1,1.26,6.82,10.42,2023-2024,1708543800
Manchester City,Brentford,1:0,1,0,1.19,8.0,13.91,2023-2024,1708457400
Everton,Crystal Palace,1:1,1,1,1.81,3.5,5.04,2023-2024,1708372800
Luton,Manchester Utd,1:2,1,2,4.17,4.15,1.8,2023-2024,1708273800
Sheffield Utd,Brighton,0:5,0,5,4.75,4.29,1.69,2023-2024,1708264800
Manchester City,Chelsea,1:1,1,1,1.34,6.16,8.18,2023-2024,1708191000
Burnley,Arsenal,0:5,0,5,10.1,5.91,1.3,2023-2024,1708182000
Fulham,Aston Villa,1:2,1,2,2.99,3.73,2.31,2023-2024,1708182000
Newcastle,Bournemouth,2:2,2,2,1.98,3.99,3.53,2023-2024,1708182000
Nottingham,West Ham,2:0,2,0,2.28,3.54,3.2,2023-2024,1708182000
Tottenham,Wolves,1:2,1,2,1.53,4.97,5.56,2023-2024,1708182000
Brentford,Liverpool,1:4,1,4,4.86,4.39,1.66,2023-2024,1708173000
Crystal Palace,Chelsea,1:3,1,3,4.97,4.02,1.71,2023-2024,1707768000
Aston Villa,Manchester Utd,1:2,1,2,2.16,3.91,3.18,2023-2024,1707669000
West Ham,Arsenal,0:6,0,6,6.28,4.34,1.54,2023-2024,1707660000
Nottingham,Newcastle,2:3,2,3,3.27,3.79,2.15,2023-2024,1707586200
Fulham,Bournemouth,3:1,3,1,2.56,3.55,2.77,2023-2024,1707577200
Liverpool,Burnley,3:1,3,1,1.17,8.7,15.94,2023-2024,1707577200
Luton,Sheffield Utd,1:3,1,3,1.71,3.99,4.93,2023-2024,1707577200
Tottenham,Brighton,2:1,2,1,1.75,4.53,4.11,2023-2024,1707577200
Wolves,Brentford,0:2,0,2,2.2,3.59,3.32,2023-2024,1707577200
Manchester City,Everton,2:0,2,0,1.23,7.08,12.61,2023-2024,1707568200
Brentford,Manchester City,1:3,1,3,8.06,5.51,1.37,2023-2024,1707163200
Arsenal,Liverpool,3:1,3,1,2.22,3.68,3.21,2023-2024,1707064200
Bournemouth,Nottingham,1:1,1,1,1.66,4.36,4.93,2023-2024,1707055200
Chelsea,Wolves,2:4,2,4,1.54,4.47,5.88,2023-2024,1707055200
Manchester Utd,West Ham,3:0,3,0,1.56,4.53,5.74,2023-2024,1707055200
Sheffield Utd,Aston Villa,0:5,0,5,5.18,4.32,1.64,2023-2024,1706981400
Brighton,Crystal Palace,4:1,4,1,1.72,3.84,5.16,2023-2024,1706972400
Burnley,Fulham,2:2,2,2,2.94,3.33,2.54,2023-2024,1706972400
Newcastle,Luton,4:4,4,4,1.53,4.68,5.98,2023-2024,1706972400
Everton,Tottenham,2:2,2,2,3.15,3.77,2.2,2023-2024,1706963400
Wolves,Manchester Utd,3:4,3,4,2.95,3.51,2.43,2023-2024,1706818500
West Ham,Bournemouth,1:1,1,1,2.42,3.61,2.87,2023-2024,1706815800
Liverpool,Chelsea,4:1,4,1,1.65,4.42,4.88,2023-2024,1706732100
Manchester City,Burnley,3:1,3,1,1.11,11.21,22.68,2023-2024,1706729400
Tottenham,Brentford,3:2,3,2,1.64,4.46,4.98,2023-2024,1706729400
Aston Villa,Newcastle,1:3,1,3,1.88,4.03,3.91,2023-2024,1706645700
Crystal Palace,Sheffield Utd,3:2,3,2,1.62,3.98,6.01,2023-2024,1706644800
Fulham,Everton,0:0,0,0,2.25,3.26,3.54,2023-2024,1706643900
Luton,Brighton,4:0,4,0,4.23,4.05,1.81,2023-2024,1706643900
Nottingham,Arsenal,1:2,1,2,8.69,5.1,1.38,2023-2024,1706643000
Brighton,Wolves,0:0,0,0,1.66,4.2,4.99,2023-2024,1705952700
Bournemouth,Liverpool,0:4,0,4,4.4,4.41,1.71,2023-2024,1705854600
Sheffield Utd,West Ham,2:2,2,2,2.96,3.38,2.5,2023-2024,1705845600
Brentford,Nottingham,3:2,3,2,1.8,3.83,4.62,2023-2024,1705771800
Arsenal,Crystal Palace,5:0,5,0,1.28,5.97,11.99,2023-2024,1705753800
Manchester Utd,Tottenham,2:2,2,2,2.05,3.98,3.39,2023-2024,1705249800
Everton,Aston Villa,0:0,0,0,2.58,3.57,2.74,2023-2024,1705240800
Newcastle,Manchester City,2:3,2,3,4.93,4.17,1.69,2023-2024,1705167000
Chelsea,Fulham,1:0,1,0,1.64,4.19,5.24,2023-2024,1705149000
Burnley,Luton,1:1,1,1,2.15,3.47,3.57,2023-2024,1705088700
West Ham,Brighton,0:0,0,0,3.07,3.64,2.31,2023-2024,1704223800
Liverpool,Newcastle,4:2,4,2,1.39,5.52,7.5,2023-2024,1704139200
Fulham,Arsenal,2:1,2,1,5.98,4.23,1.58,2023-2024,1704031200
Tottenham,Bournemouth,3:1,3,1,1.76,4.56,3.99,2023-2024,1704031200
Nottingham,Manchester Utd,2:1,2,1,3.29,3.66,2.19,2023-2024,1703957400
Aston Villa,Burnley,3:2,3,2,1.41,5.2,7.49,2023-2024,1703948400
Crystal Palace,Brentford,3:1,3,1,2.13,3.29,3.82,2023-2024,1703948400
Manchester City,Sheffield Utd,2:0,2,0,1.08,13.33,30.08,2023-2024,1703948400
Wolves,Everton,3:0,3,0,2.89,3.26,2.62,2023-2024,1703948400
Luton,Chelsea,2:3,2,3,5.51,4.48,1.58,2023-2024,1703939400
Arsenal,West Ham,0:2,0,2,1.3,6.02,10.05,2023-2024,1703794500
Brighton,Tottenham,4:2,4,2,2.52,3.86,2.65,2023-2024,1703791800
Everton,Manchester City,1:3,1,3,5.67,4.02,1.63,2023-2024,1703708100
Brentford,Wolves,1:4,1,4,2.23,3.42,3.41,2023-2024,1703705400
Chelsea,Crystal Palace,2:1,2,1,1.77,3.76,4.78,2023-2024,1703705400
Manchester Utd,Aston Villa,3:2,3,2,2.35,3.78,2.91,2023-2024,1703620800
Burnley,Liverpool,0:2,0,2,7.87,5.37,1.38,2023-2024,1703611800
Bournemouth,Fulham,3:0,3,0,1.96,3.84,3.8,2023-2024,1703602800
Arsenal,Wolves,5:0,5,0,1.3,6.17,9.65,2022-2023,1685287800
Aston Villa,Brighton,2:1,2,1,1.9,4.04,3.82,2022-2023,1685287800
Brentford,Manchester City,1:0,1,0,3.44,3.6,2.15,2022-2023,1685287800
Chelsea,Newcastle,1:1,1,1,2.84,3.75,2.38,2022-2023,1685287800
Crystal Palace,Nottingham,1:1,1,1,1.61,4.09,5.61,2022-2023,1685287800
Everton,Bournemouth,1:0,1,0,1.62,4.24,5.5,2022-2023,1685287800
Leeds,Tottenham,1:4,1,4,2.78,3.89,2.38,2022-2023,1685287800
Leicester,West Ham,2:1,2,1,2.09,3.94,3.29,2022-2023,1685287800
Manchester Utd,Fulham,2:1,2,1,1.49,4.97,6.01,2022-2023,1685287800
Southampton,Liverpool,4:4,4,4,6.06,4.96,1.49,2022-2023,1685287800
Manchester Utd,Chelsea,4:1,4,1,1.57,4.44,5.78,2022-2023,1685041200
Brighton,Manchester City,1:1,1,1,3.88,4.15,1.86,2022-2023,1684954800
Newcastle,Leicester,0:0,0,0,1.32,6.01,9.41,2022-2023,1684782000
Manchester City,Chelsea,1:0,1,0,1.58,4.34,6.11,2022-2023,1684681200
Brighton,Southampton,3:1,3,1,1.22,7.33,12.82,2022-2023,1684674000
West Ham,Leeds,3:1,3,1,2.59,3.53,2.77,2022-2023,1684672200
Nottingham,Arsenal,1:0,1,0,5.29,4.2,1.65,2022-2023,1684600200
Bournemouth,Manchester Utd,0:1,0,1,7.25,5.25,1.42,2022-2023,1684591200
Fulham,Crystal Palace,2:2,2,2,2.37,3.27,3.28,2022-2023,1684591200
Liverpool,Aston Villa,1:1,1,1,1.5,4.89,6.24,2022-2023,1684591200
Wolves,Everton,1:1,1,1,3.15,3.48,2.35,2022-2023,1684591200
Tottenham,Brentford,1:3,1,3,1.95,3.82,3.9,2022-2023,1684582200
Newcastle,Brighton,4:1,4,1,1.81,4.1,4.16,2022-2023,1684434600
Leicester,Liverpool,0:3,0,3,4.77,4.34,1.69,2022-2023,1684177200
Arsenal,Brighton,0:3,0,3,1.75,4.32,4.38,2022-2023,1684078200
Brentford,West Ham,2:0,2,0,1.85,3.66,4.61,2022-2023,1684069200
Everton,Manchester City,0:3,0,3,8.35,5.27,1.38,2022-2023,1684069200
Aston Villa,Tottenham,2:1,2,1,2.32,3.67,3.04,2022-2023,1683986400
Chelsea,Nottingham,2:2,2,2,1.57,4.34,6.0,2022-2023,1683986400
Crystal Palace,Bournemouth,2:0,2,0,1.78,3.81,4.83,2022-2023,1683986400
Manchester Utd,Wolves,2:0,2,0,1.38,5.32,7.97,2022-2023,1683986400
Southampton,Fulham,0:2,0,2,2.75,3.5,2.61,2022-2023,1683986400
Leeds,Newcastle,2:2,2,2,5.09,4.43,1.64,2022-2023,1683977400
Nottingham,Southampton,4:3,4,3,2.02,3.53,3.96,2022-2023,1683572400
Brighton,Everton,1:5,1,5,1.36,5.53,8.55,2022-2023,1683563400
Fulham,Leicester,5:3,5,3,2.71,3.39,2.74,2022-2023,1683554400
West Ham,Manchester Utd,1:0,1,0,3.64,3.71,2.05,2022-2023,1683482400
Newcastle,Arsenal,0:2,0,2,2.34,3.76,2.96,2022-2023,1683473400
Liverpool,Brentford,1:0,1,0,1.44,5.22,6.98,2022-2023,1683390600
Bournemouth,Chelsea,1:3,1,3,3.6,3.65,2.09,2022-2023,1683381600
Manchester City,Leeds,2:1,2,1,1.17,8.57,17.87,2022-2023,1683381600
Tottenham,Crystal Palace,1:0,1,0,1.84,3.88,4.37,2022-2023,1683381600
Wolves,Aston Villa,1:0,1,0,3.18,3.34,2.41,2022-2023,1683381600
Brighton,Manchester Utd,1:0,1,0,2.19,3.85,3.18,2022-2023,1683226800
Liverpool,Fulham,1:0,1,0,1.3,6.17,9.75,2022-2023,1683140400
Manchester City,West Ham,3:0,3,0,1.19,7.92,15.86,2022-2023,1683140400
Arsenal,Chelsea,3:1,3,1,1.62,4.29,5.56,2022-2023,1683054000
Leicester,Everton,2:2,2,2,2.02,3.47,4.03,2022-2023,1682967600
Liverpool,Tottenham,4:3,4,3,1.56,4.88,5.35,2022-2023,1682868600
Newcastle,Southampton,3:1,3,1,1.27,6.22,11.72,2022-2023,1682859600
Arsenal,Wolves,5:0,5,0,1.3,6.17,9.65,2022-2023,1685287800
Aston Villa,Brighton,2:1,2,1,1.9,4.04,3.82,2022-2023,1685287800
Brentford,Manchester City,1:0,1,0,3.44,3.6,2.15,2022-2023,1685287800
Chelsea,Newcastle,1:1,1,1,2.84,3.75,2.38,2022-2023,1685287800
Crystal Palace,Nottingham,1:1,1,1,1.61,4.09,5.61,2022-2023,1685287800
Everton,Bournemouth,1:0,1,0,1.62,4.24,5.5,2022-2023,1685287800
Leeds,Tottenham,1:4,1,4,2.78,3.89,2.38,2022-2023,1685287800
Leicester,West Ham,2:1,2,1,2.09,3.94,3.29,2022-2023,1685287800
Manchester Utd,Fulham,2:1,2,1,1.49,4.97,6.01,2022-2023,1685287800
Southampton,Liverpool,4:4,4,4,6.06,4.96,1.49,2022-2023,1685287800
Manchester Utd,Chelsea,4:1,4,1,1.57,4.44,5.78,2022-2023,1685041200
Brighton,Manchester City,1:1,1,1,3.88,4.15,1.86,2022-2023,1684954800
Newcastle,Leicester,0:0,0,0,1.32,6.01,9.41,2022-2023,1684782000
Manchester City,Chelsea,1:0,1,0,1.58,4.34,6.11,2022-2023,1684681200
Brighton,Southampton,3:1,3,1,1.22,7.33,12.82,2022-2023,1684674000
West Ham,Leeds,3:1,3,1,2.59,3.53,2.77,2022-2023,1684672200
Nottingham,Arsenal,1:0,1,0,5.29,4.2,1.65,2022-2023,1684600200
Bournemouth,Manchester Utd,0:1,0,1,7.25,5.25,1.42,2022-2023,1684591200
Fulham,Crystal Palace,2:2,2,2,2.37,3.27,3.28,2022-2023,1684591200
Liverpool,Aston Villa,1:1,1,1,1.5,4.89,6.24,2022-2023,1684591200
Wolves,Everton,1:1,1,1,3.15,3.48,2.35,2022-2023,1684591200
Tottenham,Brentford,1:3,1,3,1.95,3.82,3.9,2022-2023,1684582200
Newcastle,Brighton,4:1,4,1,1.81,4.1,4.16,2022-2023,1684434600
Leicester,Liverpool,0:3,0,3,4.77,4.34,1.69,2022-2023,1684177200
Arsenal,Brighton,0:3,0,3,1.75,4.32,4.38,2022-2023,1684078200
