Name,PlayerID,Nation,Position,Age,MathesPlayed,Starts,Minutes,MinutesDivided90,Goals,Assists,PenatlyMade,PenaltyAttempt,YellowCards,RedCards,xG,xAG,ProgressivePasses,ProgressiveCarriers,TeamId
YayaTouré,c204f844,CIV,MF,30.0,35,35,2.917,32.4,20.0,9.0,6.0,6.0,4.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
PabloZabaleta,6813ac34,ARG,"DF,MF",28.0,35,34,3.08,34.2,1.0,6.0,0.0,0.0,11.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
JoeHart,cb4f24c6,ENG,GK,26.0,31,31,2.79,31.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
Fernandinho,101da2b5,BRA,"DF,MF",28.0,33,29,2.608,29.0,5.0,3.0,0.0,0.0,8.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
SamirNasri,165bed61,FRA,"FW,MF",26.0,34,29,2.487,27.6,7.0,7.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
VincentKompany,d2bff301,BEL,DF,27.0,28,28,2.362,26.2,4.0,1.0,0.0,0.0,6.0,1.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
MartínDemichelis,e9c7102a,ARG,"DF,MF",32.0,27,27,2.43,27.0,2.0,1.0,0.0,0.0,6.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
DavidSilva,e2716bd0,ESP,"FW,MF",27.0,27,26,2.161,24.0,7.0,9.0,0.0,0.0,5.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
EdinDžeko,3bb7f478,BIH,FW,27.0,31,23,1.986,22.1,16.0,1.0,0.0,0.0,4.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
AleksandarKolarov,eda40760,SRB,DF,27.0,30,21,1.977,22.0,1.0,7.0,0.0,0.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
ÁlvaroNegredo,63b0ca6b,ESP,FW,27.0,32,21,1.723,19.1,9.0,3.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
SergioAgüero,4d034881,ARG,FW,25.0,23,20,1.528,17.0,17.0,6.0,0.0,1.0,4.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
JesúsNavas,3f10bd22,ESP,"DF,FW",27.0,29,18,1.75,19.4,4.0,7.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
GaëlClichy,450ad405,FRA,DF,28.0,20,18,1.662,18.5,0.0,0.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
JaviGarcía,167c1bb0,ESP,"DF,MF",26.0,29,14,1.545,17.2,0.0,0.0,0.0,0.0,7.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
JamesMilner,2f90f6b8,ENG,"DF,MF",27.0,31,12,1.374,15.3,1.0,4.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
MatijaNastasić,f35430a4,SRB,DF,20.0,13,11,1.029,11.4,0.0,0.0,0.0,0.0,4.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
JoleonLescott,62393d3b,ENG,DF,30.0,10,8,785.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
CostelPantilimon,d24e154c,ROU,GK,26.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
StevanJovetić,f36c432f,MNE,"FW,MF",23.0,13,2,389.0,4.3,3.0,1.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
MicahRichards,ff87875a,ENG,DF,25.0,2,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
JackRodwell,a07579ee,ENG,"DF,MF",22.0,5,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
DedryckBoyata,7c473e12,BEL,DF,22.0,1,1,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,b8fd03ef
SimonMignolet,d436eb94,BEL,GK,25.0,38,38,3.42,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
MartinŠkrtel,defb905a,SVK,DF,28.0,36,36,3.221,35.8,7.0,1.0,0.0,0.0,6.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
JordanHenderson,935e6b8f,ENG,MF,23.0,35,35,3.128,34.8,4.0,7.0,0.0,0.0,4.0,1.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
LuisSuárez,a6154613,URU,FW,26.0,33,33,2.962,32.9,31.0,12.0,0.0,0.0,6.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
StevenGerrard,caeb5442,ENG,MF,33.0,34,33,2.895,32.2,13.0,13.0,10.0,11.0,7.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
GlenJohnson,8cceca90,ENG,DF,28.0,29,29,2.517,28.0,0.0,2.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
PhilippeCoutinho,0ef89a37,BRA,"FW,MF",21.0,33,28,2.325,25.8,5.0,7.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
DanielSturridge,1b7ec703,ENG,"FW,MF",23.0,29,26,2.267,25.2,22.0,7.0,0.0,1.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
RaheemSterling,b400bde0,ENG,"FW,MF",18.0,33,24,2.218,24.6,9.0,5.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
JonFlanagan,f2428fd4,ENG,DF,20.0,23,23,1.891,21.0,1.0,1.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
LucasLeiva,4c78b5ed,BRA,MF,26.0,27,20,1.875,20.8,0.0,0.0,0.0,0.0,6.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
MamadouSakho,87935cf3,FRA,DF,23.0,18,17,1.478,16.4,1.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
DanielAgger,f1ea4af0,DEN,DF,28.0,20,16,1.421,15.8,2.0,1.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
JoeAllen,9feb8f24,WAL,MF,23.0,24,15,1.443,16.0,1.0,0.0,0.0,0.0,4.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
KoloTouré,3301c9f4,CIV,DF,32.0,20,15,1.443,16.0,0.0,2.0,0.0,0.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
AlyCissokho,83a2bb30,FRA,DF,25.0,15,12,1.09,12.1,0.0,1.0,0.0,0.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
VictorMoses,e726e11e,NGA,"DF,FW",22.0,19,6,652.0,7.2,1.0,0.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
JoséEnrique,d56364d5,ESP,DF,27.0,8,6,604.0,6.7,0.0,2.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
IagoAspas,7dcf86f6,ESP,"FW,MF",25.0,14,5,383.0,4.3,0.0,1.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
AndreWisdom,ab6a3628,ENG,DF,20.0,2,1,80.0,0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
LuisAlberto,5294a83f,ESP,"FW,MF",20.0,9,0,144.0,1.6,0.0,1.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
MartinKelly,d7492450,ENG,"DF,MF",23.0,5,0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
BradSmith,c76c717c,AUS,"DF,MF",19.0,1,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
JordonIbe,9f736ed2,ENG,"FW,MF",17.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
JoãoCarlosTeixeira,601299e9,POR,MF,20.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,822bd0ba
BranislavIvanović,85f8571a,SRB,DF,29.0,36,36,3.179,35.3,3.0,1.0,0.0,0.0,8.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
PetrČech,71672fa0,CZE,GK,31.0,34,34,3.06,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
JohnTerry,68517cfd,ENG,DF,32.0,34,34,3.06,34.0,2.0,1.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
EdenHazard,a39bb753,BEL,"FW,MF",22.0,35,32,2.887,32.1,14.0,7.0,4.0,4.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
GaryCahill,7914b9fe,ENG,DF,27.0,30,29,2.624,29.2,1.0,1.0,0.0,0.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
Ramires,4cce2c67,BRA,MF,26.0,30,29,2.607,29.0,1.0,2.0,0.0,0.0,8.0,1.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
CésarAzpilicueta,53cad200,ESP,"DF,MF",23.0,29,26,2.325,25.8,0.0,0.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
Oscar,57fe98dd,BRA,"FW,MF",21.0,33,24,2.134,23.7,8.0,2.0,0.0,0.0,4.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
FrankLampard,268df6b1,ENG,MF,35.0,26,20,1.703,18.9,6.0,3.0,1.0,3.0,4.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
Willian,8b9ebd03,BRA,"FW,MF",24.0,25,18,1.674,18.6,4.0,2.0,0.0,0.0,5.0,1.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
FernandoTorres,bdf7b97d,ESP,FW,29.0,28,16,1.574,17.5,5.0,5.0,0.0,0.0,5.0,1.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
SamuelEto'o,06420c93,CMR,FW,32.0,21,16,1.298,14.4,9.0,2.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
AshleyCole,be091289,ENG,DF,32.0,17,15,1.386,15.4,0.0,2.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
NemanjaMatić,eb7822d7,SRB,MF,24.0,17,15,1.365,15.2,0.0,4.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
DavidLuiz,c0e27d1a,BRA,"DF,MF",26.0,19,15,1.36,15.1,0.0,1.0,0.0,0.0,6.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
AndréSchürrle,ecbb3fdf,GER,"FW,MF",22.0,30,15,1.329,14.8,8.0,2.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
JohnObiMikel,424d5f72,NGA,MF,26.0,24,11,1.072,11.9,1.0,1.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
JuanMata,29733c72,ESP,"FW,MF",25.0,13,11,826.0,9.2,0.0,2.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
MohamedSalah,e342ad68,EGY,"FW,MF",21.0,10,6,501.0,5.6,2.0,1.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
DembaBa,8b683d09,SEN,FW,28.0,19,5,669.0,7.4,5.0,1.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
MarkSchwarzer,da409c6f,AUS,GK,40.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
TomášKalas,df618867,CZE,DF,20.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
MichaelEssien,d6577282,GHA,"DF,MF",30.0,5,2,149.0,1.7,0.0,0.0,0.0,0.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
KevinDeBruyne,e46012d4,BEL,"FW,MF",22.0,3,2,131.0,1.5,0.0,1.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
RyanBertrand,01226327,ENG,"DF,MF",23.0,1,1,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
RomeluLukaku,5eae500a,BEL,FW,20.0,2,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
MarcovanGinkel,47681787,NED,MF,20.0,2,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
NathanAké,eaeca114,NED,"DF,MF",18.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
JohnSwift,646ee278,ENG,"FW,MF",18.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,cff3d9bb
WojciechSzczęsny,01b8a2b2,POL,GK,23.0,37,37,3.33,37.0,0.0,0.0,0.0,0.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
OlivierGiroud,16ceb862,FRA,FW,26.0,36,36,3.067,34.1,16.0,8.0,1.0,1.0,4.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
PerMertesacker,5be28712,GER,DF,28.0,35,35,3.15,35.0,2.0,0.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
BacarySagna,6ef56efd,FRA,DF,30.0,35,34,3.06,34.0,1.0,2.0,0.0,0.0,6.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
LaurentKoscielny,f5efb153,FRA,DF,27.0,32,32,2.737,30.4,2.0,0.0,0.0,0.0,3.0,1.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
SantiCazorla,e2e9c250,ESP,MF,28.0,31,30,2.587,28.7,4.0,8.0,0.0,0.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
MikelArteta,d934d1e6,ESP,MF,31.0,31,27,2.408,26.8,2.0,0.0,2.0,2.0,3.0,1.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
MesutÖzil,16380240,GER,MF,24.0,26,25,2.14,23.8,5.0,9.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
KieranGibbs,46ee5234,ENG,"DF,MF",23.0,28,24,2.055,22.8,0.0,1.0,0.0,0.0,2.0,1.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
AaronRamsey,ef619b0b,WAL,MF,22.0,23,20,1.761,19.6,10.0,8.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
JackWilshere,9c318325,ENG,MF,21.0,24,19,1.719,19.1,3.0,4.0,0.0,0.0,6.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
MathieuFlamini,148d4105,FRA,MF,29.0,27,18,1.667,18.5,2.0,0.0,0.0,0.0,8.0,1.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
TomášRosický,dbb688e3,CZE,MF,32.0,27,17,1.572,17.5,2.0,1.0,0.0,0.0,7.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
LukasPodolski,88f0a9a0,GER,"FW,MF",28.0,20,14,1.167,13.0,8.0,2.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
NachoMonreal,d4cb83cc,ESP,DF,27.0,23,13,1.185,13.2,0.0,1.0,0.0,0.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
TheoWalcott,1ecb65be,ENG,"FW,MF",24.0,13,9,859.0,9.5,5.0,4.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
CarlJenkinson,874125a3,ENG,DF,21.0,14,7,805.0,8.9,1.0,2.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
ThomasVermaelen,d0d79694,BEL,DF,27.0,14,7,788.0,8.8,0.0,1.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
AlexOxlade-Chamberlain,38c7feef,ENG,"FW,MF",19.0,14,6,529.0,5.9,2.0,2.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
SergeGnabry,88e357ef,GER,"FW,MF",18.0,8,5,401.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
NicklasBendtner,9f9c57f0,DEN,FW,25.0,9,1,163.0,1.8,2.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
KimKällström,c9880157,SWE,MF,30.0,3,1,130.0,1.4,0.0,0.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
ŁukaszFabiański,9328b835,POL,GK,28.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
YayaSanogo,11ced928,FRA,FW,20.0,8,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
RyoMiyaichi,c4acb36f,JPN,"FW,MF",20.0,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
AbouDiaby,8c8b5071,FRA,MF,27.0,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
ChubaAkpom,e2b384d2,ENG,"FW,MF",17.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,18bb7c10
TimHoward,c444465e,USA,GK,34.0,37,37,3.263,36.3,0.0,1.0,0.0,0.0,4.0,1.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
SéamusColeman,0420d84f,IRL,"DF,MF",24.0,36,36,3.228,35.9,6.0,2.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
SylvainDistin,002d06bb,FRA,DF,35.0,33,33,2.924,32.5,0.0,0.0,0.0,0.0,3.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
GarethBarry,7dbbe367,ENG,MF,32.0,32,32,2.848,31.6,3.0,4.0,0.0,0.0,10.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
LeightonBaines,b18095b6,ENG,DF,28.0,32,32,2.838,31.5,5.0,4.0,3.0,3.0,6.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
JamesMcCarthy,64b08de7,IRL,MF,22.0,34,31,2.856,31.7,1.0,3.0,0.0,0.0,5.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
RomeluLukaku,5eae500a,BEL,FW,20.0,31,29,2.556,28.4,15.0,6.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
KevinMirallas,aa51343f,BEL,"FW,MF",25.0,32,28,2.322,25.8,8.0,8.0,0.0,0.0,6.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
LeonOsman,a014c247,ENG,MF,32.0,38,27,2.163,24.0,3.0,4.0,0.0,0.0,4.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
PhilJagielka,3233eefd,ENG,"DF,MF",30.0,26,26,2.315,25.7,0.0,1.0,0.0,0.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
RossBarkley,3a24769f,ENG,MF,19.0,34,25,2.282,25.4,6.0,0.0,0.0,0.0,5.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
StevenPienaar,8056f6e6,RSA,MF,31.0,23,19,1.624,18.0,1.0,2.0,0.0,0.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
JohnStones,5eecec3d,ENG,DF,19.0,21,15,1.372,15.2,0.0,0.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
StevenNaismith,5e98c186,SCO,"FW,MF",26.0,31,13,1.422,15.8,5.0,2.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
GerardDeulofeu,39583cfd,ESP,"FW,MF",19.0,25,9,900.0,10.0,3.0,3.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
BryanOviedo,31faf295,CRC,"DF,MF",23.0,9,8,717.0,8.0,2.0,2.0,0.0,0.0,1.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
AntolínAlcaraz,cee38e27,PAR,DF,31.0,6,5,495.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
NikicaJelavić,1a29f38c,CRO,FW,27.0,9,5,378.0,4.2,0.0,1.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
AidenMcGeady,c7df693b,IRL,"FW,MF",27.0,16,4,477.0,5.3,0.0,1.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
MarouaneFellaini,87575fd9,BEL,MF,25.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
JoelRobles,cda0b317,ESP,GK,23.0,2,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
ArounaKoné,f9a72ca4,CIV,FW,29.0,5,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
DarronGibson,f0e72e1c,IRL,MF,25.0,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
JohnHeitinga,2661360d,NED,"DF,MF",29.0,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
TonyHibbert,c878c4bf,ENG,DF,32.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
VictorAnichebe,4aed5c19,NGA,FW,25.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
LukeGarbutt,41017ad5,ENG,"DF,MF",20.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
LacinaTraoré,883f251e,CIV,FW,23.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,d3fd31cc
HugoLloris,8f62b6ee,FRA,GK,26.0,37,37,3.33,37.0,0.0,0.0,0.0,0.0,2.0,0.0,1.9429017160686428,1.3650546021840875,54.72698907956318,25.922932917316693,361ca564
